TOPIC MEASURE,CODING SYSTEM,CODE,MODIFIER,PLACE OF SERVICE,EFFECTIVE DATE
2,HCPCS,G0271,,,1/1/2003
3,CPT_II,3074F,,,1/1/2007
3,CPT_II,3077F,,,4/1/2006
3,CPT_II,3075F,,,1/1/2007
3,CPT_II,3078F,,,4/1/2006
3,CPT_II,3079F,,,4/1/2006
3,CPT_II,3080F,,,4/1/2006
3,CPT_II,2000F,8P,,10/1/2007
3,I9,250.00,,,1/1/1984
3,I9,250.01,,,1/1/1984
3,I9,250.02,,,10/1/1993
3,I9,250.03,,,10/1/1993
3,I9,250.10,,,1/1/1984
3,I9,250.11,,,1/1/1984
3,I9,250.12,,,10/1/1993
3,I9,250.13,,,10/1/1993
3,I9,250.20,,,1/1/1984
3,I9,250.21,,,1/1/1984
3,I9,250.22,,,10/1/1993
3,I9,250.23,,,10/1/1993
3,I9,250.30,,,1/1/1984
3,I9,250.31,,,1/1/1984
3,I9,250.32,,,10/1/1993
3,I9,250.33,,,10/1/1993
3,I9,250.40,,,1/1/1984
3,I9,250.41,,,1/1/1984
3,I9,250.42,,,10/1/1993
3,I9,250.43,,,10/1/1993
3,I9,250.50,,,1/1/1984
3,I9,250.51,,,1/1/1984
3,I9,250.52,,,10/1/1993
3,I9,250.53,,,10/1/1993
3,I9,250.60,,,1/1/1984
3,I9,250.61,,,1/1/1984
3,I9,250.62,,,10/1/1993
3,I9,250.63,,,10/1/1993
3,I9,250.70,,,1/1/1984
3,I9,250.71,,,1/1/1984
3,I9,250.72,,,10/1/1993
3,I9,250.73,,,10/1/1993
3,I9,250.80,,,1/1/1984
3,I9,250.81,,,1/1/1984
3,I9,250.82,,,10/1/1993
3,I9,250.83,,,10/1/1993
3,I9,250.90,,,1/1/1984
3,I9,250.91,,,1/1/1984
3,I9,250.92,,,10/1/1993
3,I9,250.93,,,10/1/1993
3,I9,648.00,,,1/1/1984
3,I9,648.01,,,1/1/1984
3,I9,648.02,,,1/1/1984
3,I9,648.03,,,1/1/1984
3,I9,648.04,,,1/1/1984
3,C4,97802,,,1/1/2001
3,C4,97803,,,1/1/2001
3,C4,97804,,,1/1/2001
3,C4,99201,,,1/1/1992
3,C4,99202,,,1/1/1992
3,C4,99203,,,1/1/1992
3,C4,99204,,,1/1/1992
3,C4,99205,,,1/1/1992
3,C4,99211,,,1/1/1992
3,C4,99212,,,1/1/1992
3,C4,99213,,,1/1/1992
3,C4,99214,,,1/1/1992
3,C4,99215,,,1/1/1992
3,C4,99304,,,1/1/2006
3,C4,99305,,,1/1/2006
3,C4,99306,,,1/1/2006
3,C4,99307,,,1/1/2006
3,C4,99308,,,1/1/2006
3,C4,99309,,,1/1/2006
3,C4,99310,,,1/1/2006
3,C4,99324,,,1/1/2006
3,C4,99325,,,1/1/2006
3,C4,99326,,,1/1/2006
3,C4,99327,,,1/1/2006
3,C4,99328,,,1/1/2006
3,C4,99334,,,1/1/2006
3,C4,99335,,,1/1/2006
3,C4,99336,,,1/1/2006
3,C4,99337,,,1/1/2006
3,C4,99341,,,1/1/1992
3,C4,99342,,,1/1/1992
3,C4,99343,,,1/1/1992
3,C4,99344,,,1/1/1998
3,C4,99345,,,1/1/1998
3,C4,99347,,,1/1/1998
3,C4,99348,,,1/1/1998
3,C4,99349,,,1/1/1998
3,C4,99350,,,1/1/1998
3,HCPCS,G0270,,,1/1/2003
3,HCPCS,G0271,,,1/1/2003
4,CPT_II,1100F,,,1/1/2007
4,CPT_II,1101F,,,1/1/2007
4,CPT_II,1100F,8P,,7/1/2007
4,CPT_II,1100F,1P,,1/1/2007
4,CPT_II,1101F,1P,,1/1/2007
4,C4,97001,,,1/1/1998
4,C4,97002,,,1/1/1998
4,C4,97003,,,1/1/1998
4,C4,97004,,,1/1/1998
4,C4,99201,,,1/1/1992
4,C4,99202,,,1/1/1992
4,C4,99203,,,1/1/1992
4,C4,99204,,,1/1/1992
4,C4,99205,,,1/1/1992
4,C4,99212,,,1/1/1992
4,C4,99213,,,1/1/1992
4,C4,99214,,,1/1/1992
4,C4,99215,,,1/1/1992
4,C4,99304,,,1/1/2006
4,C4,99305,,,1/1/2006
4,C4,99306,,,1/1/2006
4,C4,99307,,,1/1/2006
4,C4,99308,,,1/1/2006
4,C4,99309,,,1/1/2006
4,C4,99310,,,1/1/2006
4,C4,99324,,,1/1/2006
4,C4,99325,,,1/1/2006
4,C4,99326,,,1/1/2006
4,C4,99327,,,1/1/2006
4,C4,99328,,,1/1/2006
4,C4,99334,,,1/1/2006
4,C4,99335,,,1/1/2006
4,C4,99336,,,1/1/2006
4,C4,99337,,,1/1/2006
4,C4,99341,,,1/1/1992
4,C4,99342,,,1/1/1992
4,C4,99343,,,1/1/1992
4,C4,99344,,,1/1/1998
4,C4,99345,,,1/1/1998
4,C4,99347,,,1/1/1998
4,C4,99348,,,1/1/1998
4,C4,99349,,,1/1/1998
4,C4,99350,,,1/1/1998
5,CPT_II,3021F,,,7/1/2006
5,CPT_II,4009F,,,1/1/2005
5,CPT_II,4009F,1P,,7/1/2006
5,CPT_II,4009F,2P,,7/1/2006
5,CPT_II,4009F,3P,,7/1/2006
5,CPT_II,4009F,8P,,7/1/2007
5,CPT_II,3021F,8P,,7/1/2007
5,CPT_II,3022F,,,7/1/2006
5,I9,402.01,,,1/1/1984
5,I9,402.11,,,1/1/1984
5,I9,402.91,,,1/1/1984
5,I9,404.01,,,10/1/1988
5,I9,404.03,,,10/1/1988
5,I9,404.11,,,10/1/1988
5,I9,404.13,,,10/1/1988
5,I9,404.91,,,10/1/1988
5,I9,404.93,,,10/1/1988
5,I9,428.0,,,1/1/1984
5,I9,428.1,,,1/1/1984
5,I9,428.20,,,10/1/2002
5,I9,428.21,,,10/1/2002
5,I9,428.22,,,10/1/2002
5,I9,428.23,,,10/1/2002
5,I9,428.30,,,10/1/2002
5,I9,428.31,,,10/1/2002
5,I9,428.32,,,10/1/2002
5,I9,428.33,,,10/1/2002
5,I9,428.40,,,10/1/2002
5,I9,428.41,,,10/1/2002
5,I9,428.42,,,10/1/2002
5,I9,428.43,,,10/1/2002
5,I9,428.9,,,1/1/1984
5,C4,99201,,,1/1/1992
5,C4,99202,,,1/1/1992
5,C4,99203,,,1/1/1992
5,C4,99204,,,1/1/1992
5,C4,99205,,,1/1/1992
5,C4,99212,,,1/1/1992
5,C4,99213,,,1/1/1992
5,C4,99214,,,1/1/1992
5,C4,99215,,,1/1/1992
5,C4,99238,,,1/1/1992
5,C4,99239,,,1/1/1996
5,C4,99241,,,1/1/1992
5,C4,99242,,,1/1/1992
5,C4,99243,,,1/1/1992
5,C4,99244,,,1/1/1992
5,C4,99245,,,1/1/1992
5,C4,99304,,,1/1/2006
5,C4,99305,,,1/1/2006
5,C4,99306,,,1/1/2006
5,C4,99307,,,1/1/2006
5,C4,99308,,,1/1/2006
5,C4,99309,,,1/1/2006
5,C4,99310,,,1/1/2006
5,C4,99324,,,1/1/2006
5,C4,99325,,,1/1/2006
5,C4,99326,,,1/1/2006
5,C4,99327,,,1/1/2006
5,C4,99328,,,1/1/2006
5,C4,99334,,,1/1/2006
5,C4,99335,,,1/1/2006
5,C4,99336,,,1/1/2006
5,C4,99337,,,1/1/2006
5,C4,99341,,,1/1/1992
5,C4,99342,,,1/1/1992
5,C4,99343,,,1/1/1992
5,C4,99344,,,1/1/1998
5,C4,99345,,,1/1/1998
5,C4,99347,,,1/1/1998
5,C4,99348,,,1/1/1998
5,C4,99349,,,1/1/1998
5,C4,99350,,,1/1/1998
6,CPT_II,4011F,,,1/1/2007
6,CPT_II,4011F,8P,,7/1/2007
6,CPT_II,4011F,1P,,7/1/2006
6,CPT_II,4011F,2P,,7/1/2006
6,CPT_II,4011F,3P,,7/1/2006
6,I9,410.00,,,10/1/1989
6,I9,410.01,,,10/1/1989
6,I9,410.02,,,10/1/1989
6,I9,410.10,,,10/1/1989
6,I9,410.11,,,10/1/1989
6,I9,410.12,,,10/1/1989
6,I9,410.20,,,10/1/1989
6,I9,410.21,,,10/1/1989
6,I9,410.22,,,10/1/1989
6,I9,410.30,,,10/1/1989
6,I9,410.31,,,10/1/1989
6,I9,410.32,,,10/1/1989
6,I9,410.40,,,10/1/1989
6,I9,410.41,,,10/1/1989
6,I9,410.42,,,10/1/1989
6,I9,410.50,,,10/1/1989
6,I9,410.51,,,10/1/1989
6,I9,410.52,,,10/1/1989
6,I9,410.60,,,10/1/1989
6,I9,410.61,,,10/1/1989
6,I9,410.62,,,10/1/1989
6,I9,410.70,,,10/1/1989
6,I9,410.71,,,10/1/1989
6,I9,410.72,,,10/1/1989
6,I9,410.80,,,10/1/1989
6,I9,410.81,,,10/1/1989
6,I9,410.82,,,10/1/1989
6,I9,410.90,,,10/1/1989
6,I9,410.91,,,10/1/1989
6,I9,410.92,,,10/1/1989
6,I9,411.0,,,1/1/1984
6,I9,411.1,,,1/1/1984
6,I9,411.81,,,10/1/1989
6,I9,411.89,,,10/1/1989
6,I9,412,,,1/1/1984
6,I9,413.0,,,1/1/1984
6,I9,413.1,,,1/1/1984
6,I9,413.9,,,1/1/1984
6,I9,414.00,,,10/1/1994
6,I9,414.01,,,10/1/1994
6,I9,414.02,,,10/1/1994
6,I9,414.03,,,10/1/1994
6,I9,414.04,,,10/1/1996
6,I9,414.05,,,10/1/1996
6,I9,414.06,,,10/1/2002
6,I9,414.07,,,10/1/2003
6,I9,414.8,,,1/1/1984
6,I9,414.9,,,1/1/1984
6,I9,V45.81,,,1/1/1984
6,I9,V45.82,,,10/1/1994
6,C4,99201,,,1/1/1992
6,C4,99202,,,1/1/1992
6,C4,99203,,,1/1/1992
6,C4,99204,,,1/1/1992
6,C4,99205,,,1/1/1992
6,C4,99212,,,1/1/1992
6,C4,99213,,,1/1/1992
6,C4,99214,,,1/1/1992
6,C4,99215,,,1/1/1992
6,C4,99238,,,1/1/1992
6,C4,99239,,,1/1/1996
6,C4,99241,,,1/1/1992
6,C4,99242,,,1/1/1992
6,C4,99243,,,1/1/1992
6,C4,99244,,,1/1/1992
6,C4,99245,,,1/1/1992
6,C4,99304,,,1/1/2006
6,C4,99305,,,1/1/2006
6,C4,99306,,,1/1/2006
6,C4,99307,,,1/1/2006
6,C4,99308,,,1/1/2006
6,C4,99309,,,1/1/2006
6,C4,99310,,,1/1/2006
6,C4,99324,,,1/1/2006
6,C4,99325,,,1/1/2006
6,C4,99326,,,1/1/2006
6,C4,99327,,,1/1/2006
6,C4,99328,,,1/1/2006
6,C4,99334,,,1/1/2006
6,C4,99335,,,1/1/2006
6,C4,99336,,,1/1/2006
6,C4,99337,,,1/1/2006
6,C4,99341,,,1/1/1992
6,C4,99342,,,1/1/1992
6,C4,99343,,,1/1/1992
6,C4,99344,,,1/1/1998
6,C4,99345,,,1/1/1998
6,C4,99347,,,1/1/1998
6,C4,99348,,,1/1/1998
6,C4,99349,,,1/1/1998
6,C4,99350,,,1/1/1998
7,CPT_II,4006F,,,1/1/2006
7,CPT_II,4006F,8P,,7/1/2007
7,CPT_II,4006F,1P,,7/1/2006
7,CPT_II,4006F,2P,,7/1/2006
7,CPT_II,4006F,3P,,7/1/2006
7,I9,410.00,,,10/1/1989
7,I9,410.01,,,10/1/1989
7,I9,410.02,,,10/1/1989
7,I9,410.10,,,10/1/1989
7,I9,410.11,,,10/1/1989
7,I9,410.12,,,10/1/1989
7,I9,410.20,,,10/1/1989
7,I9,410.21,,,10/1/1989
7,I9,410.22,,,10/1/1989
7,I9,410.30,,,10/1/1989
7,I9,410.31,,,10/1/1989
7,I9,410.32,,,10/1/1989
7,I9,410.40,,,10/1/1989
7,I9,410.41,,,10/1/1989
7,I9,410.42,,,10/1/1989
7,I9,410.50,,,10/1/1989
7,I9,410.51,,,10/1/1989
7,I9,410.52,,,10/1/1989
7,I9,410.60,,,10/1/1989
7,I9,410.61,,,10/1/1989
7,I9,410.62,,,10/1/1989
7,I9,410.70,,,10/1/1989
7,I9,410.71,,,10/1/1989
7,I9,410.72,,,10/1/1989
7,I9,410.80,,,10/1/1989
7,I9,410.81,,,10/1/1989
7,I9,410.82,,,10/1/1989
7,I9,410.90,,,10/1/1989
7,I9,410.91,,,10/1/1989
7,I9,410.92,,,10/1/1989
7,I9,411.0,,,1/1/1984
7,I9,411.1,,,1/1/1984
7,I9,411.81,,,10/1/1989
7,I9,411.89,,,10/1/1989
7,I9,412,,,1/1/1984
7,I9,413.0,,,1/1/1984
7,I9,413.1,,,1/1/1984
7,I9,413.9,,,1/1/1984
7,I9,414.00,,,10/1/1994
7,I9,414.01,,,10/1/1994
7,I9,414.02,,,10/1/1994
7,I9,414.03,,,10/1/1994
7,I9,414.04,,,10/1/1996
7,I9,414.05,,,10/1/1996
7,I9,414.06,,,10/1/2002
7,I9,414.07,,,10/1/2003
7,I9,414.8,,,1/1/1984
7,I9,414.9,,,1/1/1984
7,I9,V45.81,,,1/1/1984
7,I9,V45.82,,,10/1/1994
7,C4,99201,,,1/1/1992
7,C4,99202,,,1/1/1992
7,C4,99203,,,1/1/1992
7,C4,99204,,,1/1/1992
7,C4,99205,,,1/1/1992
7,C4,99212,,,1/1/1992
7,C4,99213,,,1/1/1992
7,C4,99214,,,1/1/1992
7,C4,99215,,,1/1/1992
7,C4,99238,,,1/1/1992
7,C4,99239,,,1/1/1996
7,C4,99241,,,1/1/1992
7,C4,99242,,,1/1/1992
7,C4,99243,,,1/1/1992
7,C4,99244,,,1/1/1992
7,C4,99245,,,1/1/1992
7,C4,99304,,,1/1/2006
7,C4,99305,,,1/1/2006
7,C4,99306,,,1/1/2006
7,C4,99307,,,1/1/2006
7,C4,99308,,,1/1/2006
7,C4,99309,,,1/1/2006
7,C4,99310,,,1/1/2006
7,C4,99324,,,1/1/2006
7,C4,99325,,,1/1/2006
7,C4,99326,,,1/1/2006
7,C4,99327,,,1/1/2006
7,C4,99328,,,1/1/2006
7,C4,99334,,,1/1/2006
7,C4,99335,,,1/1/2006
7,C4,99336,,,1/1/2006
7,C4,99337,,,1/1/2006
7,C4,99341,,,1/1/1992
7,C4,99342,,,1/1/1992
7,C4,99343,,,1/1/1992
7,C4,99344,,,1/1/1998
7,C4,99345,,,1/1/1998
7,C4,99347,,,1/1/1998
7,C4,99348,,,1/1/1998
7,C4,99349,,,1/1/1998
7,C4,99350,,,1/1/1998
8,I9,402.01,,,1/1/1984
8,I9,402.11,,,1/1/1984
8,I9,402.91,,,1/1/1984
8,I9,404.01,,,10/1/1988
8,I9,404.03,,,10/1/1988
8,I9,404.11,,,10/1/1988
8,I9,404.13,,,10/1/1988
8,I9,404.91,,,10/1/1988
8,I9,404.93,,,10/1/1988
8,I9,428.0,,,1/1/1984
8,I9,428.1,,,1/1/1984
8,I9,428.20,,,10/1/2002
8,I9,428.21,,,10/1/2002
8,I9,428.22,,,10/1/2002
8,I9,428.23,,,10/1/2002
8,I9,428.30,,,10/1/2002
8,I9,428.31,,,10/1/2002
8,I9,428.32,,,10/1/2002
8,I9,428.33,,,10/1/2002
8,I9,428.40,,,10/1/2002
8,I9,428.41,,,10/1/2002
8,I9,428.42,,,10/1/2002
8,I9,428.43,,,10/1/2002
8,I9,428.9,,,1/1/1984
8,C4,99201,,,1/1/1992
8,C4,99202,,,1/1/1992
8,C4,99203,,,1/1/1992
8,C4,99204,,,1/1/1992
8,C4,99205,,,1/1/1992
8,C4,99212,,,1/1/1992
8,C4,99213,,,1/1/1992
8,C4,99214,,,1/1/1992
8,C4,99215,,,1/1/1992
8,C4,99241,,,1/1/1992
8,C4,99242,,,1/1/1992
8,C4,99243,,,1/1/1992
8,C4,99244,,,1/1/1992
8,C4,99245,,,1/1/1992
8,C4,99304,,,1/1/2006
8,C4,99305,,,1/1/2006
8,C4,99306,,,1/1/2006
8,C4,99307,,,1/1/2006
8,C4,99308,,,1/1/2006
8,C4,99309,,,1/1/2006
8,C4,99310,,,1/1/2006
8,C4,99324,,,1/1/2006
8,C4,99325,,,1/1/2006
8,C4,99326,,,1/1/2006
8,C4,99327,,,1/1/2006
8,C4,99328,,,1/1/2006
8,C4,99334,,,1/1/2006
8,C4,99335,,,1/1/2006
8,C4,99336,,,1/1/2006
8,C4,99337,,,1/1/2006
8,C4,99341,,,1/1/1992
8,C4,99342,,,1/1/1992
8,C4,99343,,,1/1/1992
8,C4,99344,,,1/1/1998
8,C4,99345,,,1/1/1998
8,C4,99347,,,1/1/1998
8,C4,99348,,,1/1/1998
8,C4,99349,,,1/1/1998
8,C4,99350,,,1/1/1998
8,HCPCS,G8450,,,1/1/2008
8,HCPCS,G8452,,,1/1/2008
8,HCPCS,G8395,,,1/1/2008
8,HCPCS,G8396,,,1/1/2008
8,HCPCS,G8451,,,1/1/2008
9,I9,296.20,,,1/1/1984
9,I9,296.21,,,1/1/1984
9,I9,296.22,,,1/1/1984
9,I9,296.23,,,1/1/1984
9,I9,296.24,,,1/1/1984
9,I9,296.30,,,1/1/1984
9,I9,296.31,,,1/1/1984
9,I9,296.32,,,1/1/1984
9,I9,296.33,,,1/1/1984
9,I9,296.34,,,1/1/1984
9,I9,298.0,,,1/1/1984
9,I9,300.4,,,1/1/1984
9,I9,309.1,,,1/1/1984
9,I9,311,,,1/1/1984
9,C4,90801,,,1/1/1990
9,C4,90802,,,1/1/1998
9,C4,90804,,,1/1/1998
9,C4,90805,,,1/1/1998
9,C4,90806,,,1/1/1998
9,C4,90807,,,1/1/1998
9,C4,90808,,,1/1/1998
9,C4,90809,,,1/1/1998
9,C4,90862,,,1/1/1990
9,C4,99201,,,1/1/1992
9,C4,99202,,,1/1/1992
9,C4,99203,,,1/1/1992
9,C4,99204,,,1/1/1992
9,C4,99205,,,1/1/1992
9,C4,99212,,,1/1/1992
9,C4,99213,,,1/1/1992
9,C4,99214,,,1/1/1992
9,C4,99215,,,1/1/1992
9,C4,99241,,,1/1/1992
9,C4,99242,,,1/1/1992
9,C4,99243,,,1/1/1992
9,C4,99244,,,1/1/1992
9,C4,99245,,,1/1/1992
9,C4,99341,,,1/1/1992
9,C4,99342,,,1/1/1992
9,C4,99343,,,1/1/1992
9,C4,99344,,,1/1/1992
9,C4,99345,,,1/1/1992
9,C4,99347,,,1/1/1992
9,C4,99348,,,1/1/1992
9,C4,99349,,,1/1/1992
9,C4,99350,,,1/1/1992
9,HCPCS,G8126,,,1/1/2006
9,HCPCS,G8127,,,1/1/2006
9,HCPCS,G8128,,,1/1/2006
10,CPT_II,3111F,,,1/1/2007
10,CPT_II,3110F,,,1/1/2007
10,CPT_II,3110F,8P,,7/1/2007
10,CPT_II,3112F,,,1/1/2007
10,I9,368.12,,,1/1/1984
10,I9,368.2,,,1/1/1984
10,I9,386.2,,,1/1/1984
10,I9,431,,,1/1/1984
10,I9,433.01,,,10/1/1993
10,I9,433.11,,,10/1/1993
10,I9,433.21,,,10/1/1993
10,I9,433.31,,,10/1/1993
10,I9,433.81,,,10/1/1993
10,I9,433.91,,,10/1/1993
10,I9,434.01,,,10/1/1993
10,I9,434.11,,,10/1/1993
10,I9,434.91,,,10/1/1993
10,I9,435.0,,,1/1/1984
10,I9,435.1,,,1/1/1984
10,I9,435.2,,,1/1/1984
10,I9,435.3,,,10/1/1995
10,I9,435.8,,,1/1/1984
10,I9,435.9,,,1/1/1984
10,I9,437.7,,,10/1/1992
10,I9,780.02,,,10/1/1992
10,I9,781.3,,,1/1/1984
10,I9,781.4,,,1/1/1984
10,I9,781.94,,,10/1/2003
10,I9,782.0,,,1/1/1984
10,I9,784.3,,,1/1/1984
10,I9,784.5,,,1/1/1984
10,C4,0042T,,,1/1/2003
10,C4,70450,,,1/1/1990
10,C4,70460,,,1/1/1990
10,C4,70470,,,1/1/1990
10,C4,70551,,,1/1/1990
10,C4,70552,,,1/1/1990
10,C4,70553,,,1/1/1992
11,CPT_II,3100F,,,1/1/2007
11,CPT_II,3100F,8P,,7/1/2007
11,CPT_II,3100F,1P,,1/1/2007
11,I9,433.01,,,10/1/1993
11,I9,433.11,,,10/1/1993
11,I9,433.21,,,10/1/1993
11,I9,433.31,,,10/1/1993
11,I9,433.81,,,10/1/1993
11,I9,433.91,,,10/1/1993
11,I9,434.01,,,10/1/1993
11,I9,434.11,,,10/1/1993
11,I9,434.91,,,10/1/1993
11,I9,435.0,,,1/1/1984
11,I9,435.1,,,1/1/1984
11,I9,435.2,,,1/1/1984
11,I9,435.3,,,10/1/1995
11,I9,435.8,,,1/1/1984
11,I9,435.9,,,1/1/1984
11,C4,70498,,,1/1/2001
11,C4,70547,,,1/1/2001
11,C4,70548,,,1/1/2001
11,C4,70549,,,1/1/2001
11,C4,75660,,,1/1/1990
11,C4,75662,,,1/1/1990
11,C4,75665,,,1/1/1990
11,C4,75671,,,1/1/1990
11,C4,75676,,,1/1/1990
11,C4,75680,,,1/1/1990
11,C4,93880,,,1/1/1992
11,C4,93882,,,1/1/1992
12,CPT_II,2027F,,,1/1/2007
12,CPT_II,2027F,8P,,7/1/2007
12,CPT_II,2027F,1P,,1/1/2007
12,CPT_II,2027F,3P,,1/1/2007
12,I9,365.01,,,1/1/1984
12,I9,365.10,,,1/1/1984
12,I9,365.11,,,1/1/1984
12,I9,365.12,,,1/1/1984
12,I9,365.15,,,1/1/1984
12,C4,92002,,,1/1/1990
12,C4,92004,,,1/1/1990
12,C4,92012,,,1/1/1990
12,C4,92014,,,1/1/1990
12,C4,99201,,,1/1/1992
12,C4,99202,,,1/1/1992
12,C4,99203,,,1/1/1992
