Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P90,P95,P97
1,97.5,0.441945241,128.6119383,0.045201399,117.9365657,119.2474816,121.281866,124.7241502,128.6119383,132.5664397,136.1828511,138.3731376,139.8060325
1,98.5,0.430625458,129.096622,0.045278671,118.3682526,119.6850711,121.7289543,125.1882412,129.096622,133.0735595,136.7117853,138.9158785,140.3580462
1,99.5,0.421291648,129.5776723,0.045358979,118.794937,120.1179149,122.1716458,125.6483893,129.5776723,133.5771438,137.2370854,139.4548395,140.9061502
1,100.5,0.413909588,130.0550101,0.045442372,119.2165297,120.5459248,122.6098539,126.1045113,130.0550101,134.0771172,137.7586784,139.9899485,141.4502723
1,101.5,0.408427813,130.5285669,0.045528869,119.6329654,120.9690339,123.04351,126.5565377,130.5285669,134.5734138,138.2765017,140.5211451,141.9903534
1,102.5,0.404778262,130.9982857,0.045618459,120.0442031,121.3871973,123.4725646,127.0044134,130.9982857,135.065978,138.7905039,141.0483813,142.5263486
1,103.5,0.402877077,131.4641218,0.045711105,120.450227,121.8003934,123.896988,127.4480994,131.4641218,135.5547656,139.3006456,141.5716229,143.0582274
1,104.5,0.402625561,131.9260439,0.045806742,120.8510473,122.2086239,124.3167709,127.8875724,131.9260439,136.0397444,139.8069003,142.0908498,143.5859753
1,105.5,0.40391127,132.3840348,0.045905281,121.2467001,122.6119145,124.7319249,128.3228265,132.3840348,136.5208952,140.3092555,142.6060571,144.109594
1,106.5,0.406609232,132.838092,0.046006604,121.6372483,123.0103156,125.1424835,128.7538732,132.838092,136.9982129,140.8077133,143.1172562,144.6291028
1,107.5,0.410583274,133.2882291,0.046110573,122.0227817,123.4039024,125.5485022,129.1807426,133.2882291,137.4717069,141.3022916,143.6244753,145.1445387
1,108.5,0.415687443,133.7344759,0.046217028,122.4034171,123.7927752,125.9500588,129.6034839,133.7344759,137.9414029,141.793025,144.1277605,145.6559581
1,109.5,0.421767514,134.1768801,0.04632579,122.7792983,124.1770596,126.3472542,130.0221657,134.1768801,138.4073433,142.2799654,144.6271767,146.1634368
1,110.5,0.428662551,134.6155076,0.046436662,123.1505962,124.5569064,126.7402123,130.436877,134.6155076,138.8695881,142.7631838,145.1228083,146.6670713
1,111.5,0.436206531,135.0504433,0.04654943,123.5175084,124.9324922,127.1290805,130.8477278,135.0504433,139.3282163,143.2427702,145.6147602,147.1669794
1,112.5,0.44423,135.4817925,0.046663871,123.8802592,125.3040185,127.5140299,131.2548494,135.4817925,139.7833266,143.7188356,146.103159,147.6633011
1,113.5,0.45256176,135.9096813,0.046779748,124.2390993,125.6717122,127.8952551,131.6583952,135.9096813,140.2350389,144.1915122,146.5881531,148.1561991
1,114.5,0.461030578,136.3342577,0.046896817,124.5943049,126.035825,128.2729746,132.0585409,136.3342577,140.6834944,144.6609548,147.0699143,148.6458598
1,115.5,0.469466904,136.7556923,0.047014827,124.9461775,126.3966334,128.6474311,132.4554857,136.7556923,141.1288576,145.1273417,147.5486382,149.132494
1,116.5,0.477704608,137.1741794,0.047133525,125.2950434,126.7544381,129.0188908,132.8494521,137.1741794,141.5713168,145.5908755,148.0245452,149.6163372
1,117.5,0.48558272,137.5899378,0.047252654,125.6412524,127.1095636,129.3876441,133.2406866,137.5899378,142.011085,146.0517839,148.4978811,150.0976507
1,118.5,0.492947182,138.0032114,0.047371961,125.9851773,127.4623576,129.7540048,133.6294604,138.0032114,142.4484014,146.510321,148.9689178,150.5767217
1,119.5,0.499652617,138.4142703,0.047491194,126.3272131,127.8131904,130.1183106,134.0160697,138.4142703,142.8835317,146.9667676,149.4379538,151.0538639
1,120.5,0.505564115,138.8234114,0.047610108,126.6677753,128.1624542,130.4809221,134.4008357,138.8234114,143.3167691,147.421432,149.9053151,151.5294179
1,121.5,0.510559047,139.2309592,0.047728463,127.0072991,128.5105623,130.8422234,134.7841054,139.2309592,143.7484354,147.8746507,150.3713549,152.0037511
