01084,01084,PRIM PROG TB NEC-CULT DX,PRIM PROG TB NEC-CULT DX,PRIM PROG TB NEC-CULT DX,2009-04-08,2009-04-08,0,0,0,19
01085,01085,PRIM PRG TB NEC-HISTO DX,PRIM PRG TB NEC-HISTO DX,PRIM PRG TB NEC-HISTO DX,2009-04-08,2009-04-08,0,0,0,20
01086,01086,PRIM PRG TB NEC-OTH TEST,PRIM PRG TB NEC-OTH TEST,PRIM PRG TB NEC-OTH TEST,2009-04-08,2009-04-08,0,0,0,21
01090,01090,PRIMARY TB NOS-UNSPEC,PRIMARY TB NOS-UNSPEC,PRIMARY TB NOS-UNSPEC,2009-04-08,2009-04-08,0,0,0,22
01091,01091,PRIMARY TB NOS-NO EXAM,PRIMARY TB NOS-NO EXAM,PRIMARY TB NOS-NO EXAM,2009-04-08,2009-04-08,0,0,0,23
01092,01092,PRIMARY TB NOS-EXAM UNKN,PRIMARY TB NOS-EXAM UNKN,PRIMARY TB NOS-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,24
01093,01093,PRIMARY TB NOS-MICRO DX,PRIMARY TB NOS-MICRO DX,PRIMARY TB NOS-MICRO DX,2009-04-08,2009-04-08,0,0,0,25
01094,01094,PRIMARY TB NOS-CULT DX,PRIMARY TB NOS-CULT DX,PRIMARY TB NOS-CULT DX,2009-04-08,2009-04-08,0,0,0,26
01095,01095,PRIMARY TB NOS-HISTO DX,PRIMARY TB NOS-HISTO DX,PRIMARY TB NOS-HISTO DX,2009-04-08,2009-04-08,0,0,0,27
01096,01096,PRIMARY TB NOS-OTH TEST,PRIMARY TB NOS-OTH TEST,PRIMARY TB NOS-OTH TEST,2009-04-08,2009-04-08,0,0,0,28
01100,01100,TB LUNG INFILTR-UNSPEC,TB LUNG INFILTR-UNSPEC,TB LUNG INFILTR-UNSPEC,2009-04-08,2009-04-08,0,0,0,29
01101,01101,TB LUNG INFILTR-NO EXAM,TB LUNG INFILTR-NO EXAM,TB LUNG INFILTR-NO EXAM,2009-04-08,2009-04-08,0,0,0,30
01102,01102,TB LUNG INFILTR-EXM UNKN,TB LUNG INFILTR-EXM UNKN,TB LUNG INFILTR-EXM UNKN,2009-04-08,2009-04-08,0,0,0,31
01103,01103,TB LUNG INFILTR-MICRO DX,TB LUNG INFILTR-MICRO DX,TB LUNG INFILTR-MICRO DX,2009-04-08,2009-04-08,0,0,0,32
01104,01104,TB LUNG INFILTR-CULT DX,TB LUNG INFILTR-CULT DX,TB LUNG INFILTR-CULT DX,2009-04-08,2009-04-08,0,0,0,33
01105,01105,TB LUNG INFILTR-HISTO DX,TB LUNG INFILTR-HISTO DX,TB LUNG INFILTR-HISTO DX,2009-04-08,2009-04-08,0,0,0,34
01106,01106,TB LUNG INFILTR-OTH TEST,TB LUNG INFILTR-OTH TEST,TB LUNG INFILTR-OTH TEST,2009-04-08,2009-04-08,0,0,0,35
01110,01110,TB LUNG NODULAR-UNSPEC,TB LUNG NODULAR-UNSPEC,TB LUNG NODULAR-UNSPEC,2009-04-08,2009-04-08,0,0,0,36
01111,01111,TB LUNG NODULAR-NO EXAM,TB LUNG NODULAR-NO EXAM,TB LUNG NODULAR-NO EXAM,2009-04-08,2009-04-08,0,0,0,37
01112,01112,TB LUNG NODUL-EXAM UNKN,TB LUNG NODUL-EXAM UNKN,TB LUNG NODUL-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,38
01113,01113,TB LUNG NODULAR-MICRO DX,TB LUNG NODULAR-MICRO DX,TB LUNG NODULAR-MICRO DX,2009-04-08,2009-04-08,0,0,0,39
01114,01114,TB LUNG NODULAR-CULT DX,TB LUNG NODULAR-CULT DX,TB LUNG NODULAR-CULT DX,2009-04-08,2009-04-08,0,0,0,40
01115,01115,TB LUNG NODULAR-HISTO DX,TB LUNG NODULAR-HISTO DX,TB LUNG NODULAR-HISTO DX,2009-04-08,2009-04-08,0,0,0,41
01116,01116,TB LUNG NODULAR-OTH TEST,TB LUNG NODULAR-OTH TEST,TB LUNG NODULAR-OTH TEST,2009-04-08,2009-04-08,0,0,0,42
01120,01120,TB LUNG W CAVITY-UNSPEC,TB LUNG W CAVITY-UNSPEC,TB LUNG W CAVITY-UNSPEC,2009-04-08,2009-04-08,0,0,0,43
01121,01121,TB LUNG W CAVITY-NO EXAM,TB LUNG W CAVITY-NO EXAM,TB LUNG W CAVITY-NO EXAM,2009-04-08,2009-04-08,0,0,0,44
01122,01122,TB LUNG CAVITY-EXAM UNKN,TB LUNG CAVITY-EXAM UNKN,TB LUNG CAVITY-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,45
01123,01123,TB LUNG W CAVIT-MICRO DX,TB LUNG W CAVIT-MICRO DX,TB LUNG W CAVIT-MICRO DX,2009-04-08,2009-04-08,0,0,0,46
01124,01124,TB LUNG W CAVITY-CULT DX,TB LUNG W CAVITY-CULT DX,TB LUNG W CAVITY-CULT DX,2009-04-08,2009-04-08,0,0,0,47
01125,01125,TB LUNG W CAVIT-HISTO DX,TB LUNG W CAVIT-HISTO DX,TB LUNG W CAVIT-HISTO DX,2009-04-08,2009-04-08,0,0,0,48
01126,01126,TB LUNG W CAVIT-OTH TEST,TB LUNG W CAVIT-OTH TEST,TB LUNG W CAVIT-OTH TEST,2009-04-08,2009-04-08,0,0,0,49
01130,01130,TB OF BRONCHUS-UNSPEC,TB OF BRONCHUS-UNSPEC,TB OF BRONCHUS-UNSPEC,2009-04-08,2009-04-08,0,0,0,50
01131,01131,TB OF BRONCHUS-NO EXAM,TB OF BRONCHUS-NO EXAM,TB OF BRONCHUS-NO EXAM,2009-04-08,2009-04-08,0,0,0,51
01132,01132,TB OF BRONCHUS-EXAM UNKN,TB OF BRONCHUS-EXAM UNKN,TB OF BRONCHUS-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,52
01133,01133,TB OF BRONCHUS-MICRO DX,TB OF BRONCHUS-MICRO DX,TB OF BRONCHUS-MICRO DX,2009-04-08,2009-04-08,0,0,0,53
01134,01134,TB OF BRONCHUS-CULT DX,TB OF BRONCHUS-CULT DX,TB OF BRONCHUS-CULT DX,2009-04-08,2009-04-08,0,0,0,54
01135,01135,TB OF BRONCHUS-HISTO DX,TB OF BRONCHUS-HISTO DX,TB OF BRONCHUS-HISTO DX,2009-04-08,2009-04-08,0,0,0,55
01136,01136,TB OF BRONCHUS-OTH TEST,TB OF BRONCHUS-OTH TEST,TB OF BRONCHUS-OTH TEST,2009-04-08,2009-04-08,0,0,0,56
01140,01140,TB LUNG FIBROSIS-UNSPEC,TB LUNG FIBROSIS-UNSPEC,TB LUNG FIBROSIS-UNSPEC,2009-04-08,2009-04-08,0,0,0,57
01141,01141,TB LUNG FIBROSIS-NO EXAM,TB LUNG FIBROSIS-NO EXAM,TB LUNG FIBROSIS-NO EXAM,2009-04-08,2009-04-08,0,0,0,58
01142,01142,TB LUNG FIBROS-EXAM UNKN,TB LUNG FIBROS-EXAM UNKN,TB LUNG FIBROS-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,59
01143,01143,TB LUNG FIBROS-MICRO DX,TB LUNG FIBROS-MICRO DX,TB LUNG FIBROS-MICRO DX,2009-04-08,2009-04-08,0,0,0,60
01144,01144,TB LUNG FIBROSIS-CULT DX,TB LUNG FIBROSIS-CULT DX,TB LUNG FIBROSIS-CULT DX,2009-04-08,2009-04-08,0,0,0,61
01145,01145,TB LUNG FIBROS-HISTO DX,TB LUNG FIBROS-HISTO DX,TB LUNG FIBROS-HISTO DX,2009-04-08,2009-04-08,0,0,0,62
01146,01146,TB LUNG FIBROS-OTH TEST,TB LUNG FIBROS-OTH TEST,TB LUNG FIBROS-OTH TEST,2009-04-08,2009-04-08,0,0,0,63
01150,01150,TB BRONCHIECTASIS-UNSPEC,TB BRONCHIECTASIS-UNSPEC,TB BRONCHIECTASIS-UNSPEC,2009-04-08,2009-04-08,0,0,0,64
01151,01151,TB BRONCHIECT-NO EXAM,TB BRONCHIECT-NO EXAM,TB BRONCHIECT-NO EXAM,2009-04-08,2009-04-08,0,0,0,65
01152,01152,TB BRONCHIECT-EXAM UNKN,TB BRONCHIECT-EXAM UNKN,TB BRONCHIECT-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,66
01153,01153,TB BRONCHIECT-MICRO DX,TB BRONCHIECT-MICRO DX,TB BRONCHIECT-MICRO DX,2009-04-08,2009-04-08,0,0,0,67
01154,01154,TB BRONCHIECT-CULT DX,TB BRONCHIECT-CULT DX,TB BRONCHIECT-CULT DX,2009-04-08,2009-04-08,0,0,0,68
01155,01155,TB BRONCHIECT-HISTO DX,TB BRONCHIECT-HISTO DX,TB BRONCHIECT-HISTO DX,2009-04-08,2009-04-08,0,0,0,69
01156,01156,TB BRONCHIECT-OTH TEST,TB BRONCHIECT-OTH TEST,TB BRONCHIECT-OTH TEST,2009-04-08,2009-04-08,0,0,0,70
01160,01160,TB PNEUMONIA-UNSPEC,TB PNEUMONIA-UNSPEC,TB PNEUMONIA-UNSPEC,2009-04-08,2009-04-08,0,0,0,71
01161,01161,TB PNEUMONIA-NO EXAM,TB PNEUMONIA-NO EXAM,TB PNEUMONIA-NO EXAM,2009-04-08,2009-04-08,0,0,0,72
01162,01162,TB PNEUMONIA-EXAM UNKN,TB PNEUMONIA-EXAM UNKN,TB PNEUMONIA-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,73
01163,01163,TB PNEUMONIA-MICRO DX,TB PNEUMONIA-MICRO DX,TB PNEUMONIA-MICRO DX,2009-04-08,2009-04-08,0,0,0,74
01164,01164,TB PNEUMONIA-CULT DX,TB PNEUMONIA-CULT DX,TB PNEUMONIA-CULT DX,2009-04-08,2009-04-08,0,0,0,75
01165,01165,TB PNEUMONIA-HISTO DX,TB PNEUMONIA-HISTO DX,TB PNEUMONIA-HISTO DX,2009-04-08,2009-04-08,0,0,0,76
01166,01166,TB PNEUMONIA-OTH TEST,TB PNEUMONIA-OTH TEST,TB PNEUMONIA-OTH TEST,2009-04-08,2009-04-08,0,0,0,77
01170,01170,TB PNEUMOTHORAX-UNSPEC,TB PNEUMOTHORAX-UNSPEC,TB PNEUMOTHORAX-UNSPEC,2009-04-08,2009-04-08,0,0,0,78
01171,01171,TB PNEUMOTHORAX-NO EXAM,TB PNEUMOTHORAX-NO EXAM,TB PNEUMOTHORAX-NO EXAM,2009-04-08,2009-04-08,0,0,0,79
01172,01172,TB PNEUMOTHORX-EXAM UNKN,TB PNEUMOTHORX-EXAM UNKN,TB PNEUMOTHORX-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,80
01173,01173,TB PNEUMOTHORAX-MICRO DX,TB PNEUMOTHORAX-MICRO DX,TB PNEUMOTHORAX-MICRO DX,2009-04-08,2009-04-08,0,0,0,81
01174,01174,TB PNEUMOTHORAX-CULT DX,TB PNEUMOTHORAX-CULT DX,TB PNEUMOTHORAX-CULT DX,2009-04-08,2009-04-08,0,0,0,82
01175,01175,TB PNEUMOTHORAX-HISTO DX,TB PNEUMOTHORAX-HISTO DX,TB PNEUMOTHORAX-HISTO DX,2009-04-08,2009-04-08,0,0,0,83
01176,01176,TB PNEUMOTHORAX-OTH TEST,TB PNEUMOTHORAX-OTH TEST,TB PNEUMOTHORAX-OTH TEST,2009-04-08,2009-04-08,0,0,0,84
01180,01180,PULMONARY TB NEC-UNSPEC,PULMONARY TB NEC-UNSPEC,PULMONARY TB NEC-UNSPEC,2009-04-08,2009-04-08,0,0,0,85
01181,01181,PULMONARY TB NEC-NO EXAM,PULMONARY TB NEC-NO EXAM,PULMONARY TB NEC-NO EXAM,2009-04-08,2009-04-08,0,0,0,86
01182,01182,PULMON TB NEC-EXAM UNKN,PULMON TB NEC-EXAM UNKN,PULMON TB NEC-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,87
01183,01183,PULMON TB NEC-MICRO DX,PULMON TB NEC-MICRO DX,PULMON TB NEC-MICRO DX,2009-04-08,2009-04-08,0,0,0,88
01184,01184,PULMON TB NEC-CULT DX,PULMON TB NEC-CULT DX,PULMON TB NEC-CULT DX,2009-04-08,2009-04-08,0,0,0,89
01185,01185,PULMON TB NEC-HISTO DX,PULMON TB NEC-HISTO DX,PULMON TB NEC-HISTO DX,2009-04-08,2009-04-08,0,0,0,90
01186,01186,PULMON TB NEC-OTH TEST,PULMON TB NEC-OTH TEST,PULMON TB NEC-OTH TEST,2009-04-08,2009-04-08,0,0,0,91
01190,01190,PULMONARY TB NOS-UNSPEC,PULMONARY TB NOS-UNSPEC,PULMONARY TB NOS-UNSPEC,2009-04-08,2009-04-08,0,0,0,92
01191,01191,PULMONARY TB NOS-NO EXAM,PULMONARY TB NOS-NO EXAM,PULMONARY TB NOS-NO EXAM,2009-04-08,2009-04-08,0,0,0,93
01192,01192,PULMON TB NOS-EXAM UNKN,PULMON TB NOS-EXAM UNKN,PULMON TB NOS-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,94
01193,01193,PULMON TB NOS-MICRO DX,PULMON TB NOS-MICRO DX,PULMON TB NOS-MICRO DX,2009-04-08,2009-04-08,0,0,0,95
01194,01194,PULMON TB NOS-CULT DX,PULMON TB NOS-CULT DX,PULMON TB NOS-CULT DX,2009-04-08,2009-04-08,0,0,0,96
01195,01195,PULMON TB NOS-HISTO DX,PULMON TB NOS-HISTO DX,PULMON TB NOS-HISTO DX,2009-04-08,2009-04-08,0,0,0,97
01196,01196,PULMON TB NOS-OTH TEST,PULMON TB NOS-OTH TEST,PULMON TB NOS-OTH TEST,2009-04-08,2009-04-08,0,0,0,98
01200,01200,TB PLEURISY-UNSPEC,TB PLEURISY-UNSPEC,TB PLEURISY-UNSPEC,2009-04-08,2009-04-08,0,0,0,99
01201,01201,TB PLEURISY-NO EXAM,TB PLEURISY-NO EXAM,TB PLEURISY-NO EXAM,2009-04-08,2009-04-08,0,0,0,100
01202,01202,TB PLEURISY-EXAM UNKN,TB PLEURISY-EXAM UNKN,TB PLEURISY-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,101
01203,01203,TB PLEURISY-MICRO DX,TB PLEURISY-MICRO DX,TB PLEURISY-MICRO DX,2009-04-08,2009-04-08,0,0,0,102
01204,01204,TB PLEURISY-CULT DX,TB PLEURISY-CULT DX,TB PLEURISY-CULT DX,2009-04-08,2009-04-08,0,0,0,103
01205,01205,TB PLEURISY-HISTOLOG DX,TB PLEURISY-HISTOLOG DX,TB PLEURISY-HISTOLOG DX,2009-04-08,2009-04-08,0,0,0,104
01206,01206,TB PLEURISY-OTH TEST,TB PLEURISY-OTH TEST,TB PLEURISY-OTH TEST,2009-04-08,2009-04-08,0,0,0,105
01210,01210,TB THORACIC NODES-UNSPEC,TB THORACIC NODES-UNSPEC,TB THORACIC NODES-UNSPEC,2009-04-08,2009-04-08,0,0,0,106
01211,01211,TB THORAX NODE-NO EXAM,TB THORAX NODE-NO EXAM,TB THORAX NODE-NO EXAM,2009-04-08,2009-04-08,0,0,0,107
01212,01212,TB THORAX NODE-EXAM UNKN,TB THORAX NODE-EXAM UNKN,TB THORAX NODE-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,108
01213,01213,TB THORAX NODE-MICRO DX,TB THORAX NODE-MICRO DX,TB THORAX NODE-MICRO DX,2009-04-08,2009-04-08,0,0,0,109
01214,01214,TB THORAX NODE-CULT DX,TB THORAX NODE-CULT DX,TB THORAX NODE-CULT DX,2009-04-08,2009-04-08,0,0,0,110
01215,01215,TB THORAX NODE-HISTO DX,TB THORAX NODE-HISTO DX,TB THORAX NODE-HISTO DX,2009-04-08,2009-04-08,0,0,0,111
01216,01216,TB THORAX NODE-OTH TEST,TB THORAX NODE-OTH TEST,TB THORAX NODE-OTH TEST,2009-04-08,2009-04-08,0,0,0,112
01220,01220,ISOL TRACHEAL TB-UNSPEC,ISOL TRACHEAL TB-UNSPEC,ISOL TRACHEAL TB-UNSPEC,2009-04-08,2009-04-08,0,0,0,113
01221,01221,ISOL TRACHEAL TB-NO EXAM,ISOL TRACHEAL TB-NO EXAM,ISOL TRACHEAL TB-NO EXAM,2009-04-08,2009-04-08,0,0,0,114
01222,01222,ISOL TRACH TB-EXAM UNKN,ISOL TRACH TB-EXAM UNKN,ISOL TRACH TB-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,115
01223,01223,ISOLAT TRACH TB-MICRO DX,ISOLAT TRACH TB-MICRO DX,ISOLAT TRACH TB-MICRO DX,2009-04-08,2009-04-08,0,0,0,116
01224,01224,ISOL TRACHEAL TB-CULT DX,ISOL TRACHEAL TB-CULT DX,ISOL TRACHEAL TB-CULT DX,2009-04-08,2009-04-08,0,0,0,117
01225,01225,ISOLAT TRACH TB-HISTO DX,ISOLAT TRACH TB-HISTO DX,ISOLAT TRACH TB-HISTO DX,2009-04-08,2009-04-08,0,0,0,118
01226,01226,ISOLAT TRACH TB-OTH TEST,ISOLAT TRACH TB-OTH TEST,ISOLAT TRACH TB-OTH TEST,2009-04-08,2009-04-08,0,0,0,119
01230,01230,TB LARYNGITIS-UNSPEC,TB LARYNGITIS-UNSPEC,TB LARYNGITIS-UNSPEC,2009-04-08,2009-04-08,0,0,0,120
01231,01231,TB LARYNGITIS-NO EXAM,TB LARYNGITIS-NO EXAM,TB LARYNGITIS-NO EXAM,2009-04-08,2009-04-08,0,0,0,121
01232,01232,TB LARYNGITIS-EXAM UNKN,TB LARYNGITIS-EXAM UNKN,TB LARYNGITIS-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,122
01233,01233,TB LARYNGITIS-MICRO DX,TB LARYNGITIS-MICRO DX,TB LARYNGITIS-MICRO DX,2009-04-08,2009-04-08,0,0,0,123
01234,01234,TB LARYNGITIS-CULT DX,TB LARYNGITIS-CULT DX,TB LARYNGITIS-CULT DX,2009-04-08,2009-04-08,0,0,0,124
01235,01235,TB LARYNGITIS-HISTO DX,TB LARYNGITIS-HISTO DX,TB LARYNGITIS-HISTO DX,2009-04-08,2009-04-08,0,0,0,125
01236,01236,TB LARYNGITIS-OTH TEST,TB LARYNGITIS-OTH TEST,TB LARYNGITIS-OTH TEST,2009-04-08,2009-04-08,0,0,0,126
01280,01280,RESP TB NEC-UNSPEC,RESP TB NEC-UNSPEC,RESP TB NEC-UNSPEC,2009-04-08,2009-04-08,0,0,0,127
01281,01281,RESP TB NEC-NO EXAM,RESP TB NEC-NO EXAM,RESP TB NEC-NO EXAM,2009-04-08,2009-04-08,0,0,0,128
01282,01282,RESP TB NEC-EXAM UNKN,RESP TB NEC-EXAM UNKN,RESP TB NEC-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,129
01283,01283,RESP TB NEC-MICRO DX,RESP TB NEC-MICRO DX,RESP TB NEC-MICRO DX,2009-04-08,2009-04-08,0,0,0,130
01284,01284,RESP TB NEC-CULT DX,RESP TB NEC-CULT DX,RESP TB NEC-CULT DX,2009-04-08,2009-04-08,0,0,0,131
01285,01285,RESP TB NEC-HISTO DX,RESP TB NEC-HISTO DX,RESP TB NEC-HISTO DX,2009-04-08,2009-04-08,0,0,0,132
01286,01286,RESP TB NEC-OTH TEST,RESP TB NEC-OTH TEST,RESP TB NEC-OTH TEST,2009-04-08,2009-04-08,0,0,0,133
01300,01300,TB MENINGITIS-UNSPEC,TB MENINGITIS-UNSPEC,TB MENINGITIS-UNSPEC,2009-04-08,2009-04-08,0,0,0,134
01301,01301,TB MENINGITIS-NO EXAM,TB MENINGITIS-NO EXAM,TB MENINGITIS-NO EXAM,2009-04-08,2009-04-08,0,0,0,135
01302,01302,TB MENINGITIS-EXAM UNKN,TB MENINGITIS-EXAM UNKN,TB MENINGITIS-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,136
01303,01303,TB MENINGITIS-MICRO DX,TB MENINGITIS-MICRO DX,TB MENINGITIS-MICRO DX,2009-04-08,2009-04-08,0,0,0,137
01304,01304,TB MENINGITIS-CULT DX,TB MENINGITIS-CULT DX,TB MENINGITIS-CULT DX,2009-04-08,2009-04-08,0,0,0,138
01305,01305,TB MENINGITIS-HISTO DX,TB MENINGITIS-HISTO DX,TB MENINGITIS-HISTO DX,2009-04-08,2009-04-08,0,0,0,139
01306,01306,TB MENINGITIS-OTH TEST,TB MENINGITIS-OTH TEST,TB MENINGITIS-OTH TEST,2009-04-08,2009-04-08,0,0,0,140
01310,01310,TUBRCLMA MENINGES-UNSPEC,TUBRCLMA MENINGES-UNSPEC,TUBRCLMA MENINGES-UNSPEC,2009-04-08,2009-04-08,0,0,0,141
01311,01311,TUBRCLMA MENING-NO EXAM,TUBRCLMA MENING-NO EXAM,TUBRCLMA MENING-NO EXAM,2009-04-08,2009-04-08,0,0,0,142
01312,01312,TUBRCLMA MENIN-EXAM UNKN,TUBRCLMA MENIN-EXAM UNKN,TUBRCLMA MENIN-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,143
01313,01313,TUBRCLMA MENING-MICRO DX,TUBRCLMA MENING-MICRO DX,TUBRCLMA MENING-MICRO DX,2009-04-08,2009-04-08,0,0,0,144
01314,01314,TUBRCLMA MENING-CULT DX,TUBRCLMA MENING-CULT DX,TUBRCLMA MENING-CULT DX,2009-04-08,2009-04-08,0,0,0,145
01315,01315,TUBRCLMA MENING-HISTO DX,TUBRCLMA MENING-HISTO DX,TUBRCLMA MENING-HISTO DX,2009-04-08,2009-04-08,0,0,0,146
01316,01316,TUBRCLMA MENING-OTH TEST,TUBRCLMA MENING-OTH TEST,TUBRCLMA MENING-OTH TEST,2009-04-08,2009-04-08,0,0,0,147
01320,01320,TUBERCULOMA BRAIN-UNSPEC,TUBERCULOMA BRAIN-UNSPEC,TUBERCULOMA BRAIN-UNSPEC,2009-04-08,2009-04-08,0,0,0,148
01321,01321,TUBRCLOMA BRAIN-NO EXAM,TUBRCLOMA BRAIN-NO EXAM,TUBRCLOMA BRAIN-NO EXAM,2009-04-08,2009-04-08,0,0,0,149
01322,01322,TUBRCLMA BRAIN-EXAM UNKN,TUBRCLMA BRAIN-EXAM UNKN,TUBRCLMA BRAIN-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,150
01323,01323,TUBRCLOMA BRAIN-MICRO DX,TUBRCLOMA BRAIN-MICRO DX,TUBRCLOMA BRAIN-MICRO DX,2009-04-08,2009-04-08,0,0,0,151
01324,01324,TUBRCLOMA BRAIN-CULT DX,TUBRCLOMA BRAIN-CULT DX,TUBRCLOMA BRAIN-CULT DX,2009-04-08,2009-04-08,0,0,0,152
01325,01325,TUBRCLOMA BRAIN-HISTO DX,TUBRCLOMA BRAIN-HISTO DX,TUBRCLOMA BRAIN-HISTO DX,2009-04-08,2009-04-08,0,0,0,153
01326,01326,TUBRCLOMA BRAIN-OTH TEST,TUBRCLOMA BRAIN-OTH TEST,TUBRCLOMA BRAIN-OTH TEST,2009-04-08,2009-04-08,0,0,0,154
01330,01330,TB BRAIN ABSCESS-UNSPEC,TB BRAIN ABSCESS-UNSPEC,TB BRAIN ABSCESS-UNSPEC,2009-04-08,2009-04-08,0,0,0,155
01331,01331,TB BRAIN ABSCESS-NO EXAM,TB BRAIN ABSCESS-NO EXAM,TB BRAIN ABSCESS-NO EXAM,2009-04-08,2009-04-08,0,0,0,156
01332,01332,TB BRAIN ABSC-EXAM UNKN,TB BRAIN ABSC-EXAM UNKN,TB BRAIN ABSC-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,157
01333,01333,TB BRAIN ABSC-MICRO DX,TB BRAIN ABSC-MICRO DX,TB BRAIN ABSC-MICRO DX,2009-04-08,2009-04-08,0,0,0,158
01334,01334,TB BRAIN ABSCESS-CULT DX,TB BRAIN ABSCESS-CULT DX,TB BRAIN ABSCESS-CULT DX,2009-04-08,2009-04-08,0,0,0,159
01335,01335,TB BRAIN ABSC-HISTO DX,TB BRAIN ABSC-HISTO DX,TB BRAIN ABSC-HISTO DX,2009-04-08,2009-04-08,0,0,0,160
01336,01336,TB BRAIN ABSC-OTH TEST,TB BRAIN ABSC-OTH TEST,TB BRAIN ABSC-OTH TEST,2009-04-08,2009-04-08,0,0,0,161
01340,01340,TUBRCLMA SP CORD-UNSPEC,TUBRCLMA SP CORD-UNSPEC,TUBRCLMA SP CORD-UNSPEC,2009-04-08,2009-04-08,0,0,0,162
01341,01341,TUBRCLMA SP CORD-NO EXAM,TUBRCLMA SP CORD-NO EXAM,TUBRCLMA SP CORD-NO EXAM,2009-04-08,2009-04-08,0,0,0,163
01342,01342,TUBRCLMA SP CD-EXAM UNKN,TUBRCLMA SP CD-EXAM UNKN,TUBRCLMA SP CD-EXAM UNKN,2009-04-08,2009-04-08,0,0,0,164
