2.16.840.1.113883.6.16,NOC,NOC - Nursing Outcome Codes,Complete
2.16.840.1.113883.6.18,IB,ISBT 128 is a coding system for blood components\, hematopoietic progenitor cells and other tissues. It is comprised of an overall Application Specification\, and labeling and coding documents for the separate sections: blood components\, hematopoietic progenitor cells (draft)\, source plasma (draft) and tissues (draft). The documentation is supported by databases: Country/Collection Facility\, Product Code (blood components)\, Product Code (hematopoietic progenitor sells)\, Product Code (source plasma)\, Product Code (tissues) and Special Testing. ISBT 128 is designed as a series of data structures that are designed to be technology-independent and can be used for bar coding\, radio frequency tag encoding and electronic data interchange. The HL7 Blood Bank SIG is currently designing example messages that incorporate ISBT 128 coding. No changes of any kind will be needed to use ISBT 128 in HL7 messages.,Complete
2.16.840.1.113883.6.19,CAMNCVS,CAM & Nursing Coding Vocabulary Set,Complete
2.16.840.1.113883.6.20,NDA,The terminology consists of standardized terms and codes for patient problems or life processes expressed as nursing diagnoses. These data elements would be classified by HL7 as �observations�. The taxonomy is  multi-axial. It consists of 12 domains and 36 classes. All domains and classes are defined. There are 7 axes with definitions for each. Each nursing diagnosis consists of: a concept label or term expressed as a noun or a noun phrase; a definition of the term; a set of defining characteristics (signs and symptoms) of the diagnostic term; an approved list of modifiers of the term; a set of risk factors with definitions; and a set of related factors (or etiologies) for the term.  The system preserves semantics by having robust review procedures and policies to ensure against semantic drift in the meanings of the encoded terms over time. NANDA as an organization is committed to updating the terminology on a regular biannual basis.  NANDA has been in existence since 1973 and is thus the oldest developer of standardized language in nursing. Most other nursing language systems use many of the older NANDA terms in their vocabularies. The express purpose of the organization is to develop a comprehensive standardized nursing language that captures the conclusions that nurses make based on observations � in effect\, the nursing diagnoses. The work is a continuing effort and diagnoses are revised\, retired or added bi-annually. The codes are simple integers and are not linked to each other. If a diagnostic term is retired\, the code is also retired. If a new diagnosis is added a new code is given to that term. If a diagnostic term is revised\, the code is kept intact but the date of the revision is published alongside the term. Domains and classes are not coded.,Complete
2.16.840.1.113883.5.18,AcknowledgementType,AcknowledgementType,Complete
2.16.840.1.113883.5.6,ActClass,ActClass,Complete
2.16.840.1.113883.5.3,Act,Act,Retired
2.16.840.1.113883.5.4,ActCode,ActCode,Complete
2.16.840.1.113883.5.5,ActInterpretation,ActInterpretation,Retired
2.16.840.1.113883.5.7,ActPriority,ActPriority,Complete
2.16.840.1.113883.5.8,ActReason,ActReason,Complete
2.16.840.1.113883.5.10,ActRelationshipCheckpoint,ActRelationshipCheckpoint,Complete
2.16.840.1.113883.5.11,ActRelationshipConjunction,ActRelationshipConjunction,Retired
2.16.840.1.113883.5.12,ActRelationshipJoin,ActRelationshipJoin,Complete
2.16.840.1.113883.5.13,ActRelationshipSplit,ActRelationshipSplit,Complete
2.16.840.1.113883.5.14,ActStatus,ActStatus,Complete
2.16.840.1.113883.5.15,ActType,ActType,Retired
2.16.840.1.113883.5.16,AddressPartType,AddressPartType,Complete
2.16.840.1.113883.5.17,AddressUse,AddressUse,Complete
2.16.840.1.113883.5.9,CalendarCycle,CalendarCycle,Complete
2.16.840.1.113883.5.21,Charset,Charset,Complete
2.16.840.1.113883.5.22,CodeSystem,CodeSystem,Complete
2.16.840.1.113883.5.24,ConceptGenerality,ConceptGenerality,Complete
2.16.840.1.113883.5.25,Confidentiality,Confidentiality,Complete
2.16.840.1.113883.5.26,ContainerCap,ContainerCap,Complete
2.16.840.1.113883.5.27,ContainerSeparator,ContainerSeparator,Complete
2.16.840.1.113883.5.28,Country,Country,Complete
2.16.840.1.113883.5.30,EntityDeterminer,EntityDeterminer,Complete
2.16.840.1.113883.5.31,DeviceAlertLevel,DeviceAlertLevel,Complete
2.16.840.1.113883.5.32,DietService,DietService,Retired
2.16.840.1.113883.5.33,DocumentCompletion,DocumentCompletion,Complete
2.16.840.1.113883.5.34,DocumentStorage,DocumentStorage,Complete
2.16.840.1.113883.5.35,EditStatus,EditStatus,Complete
2.16.840.1.113883.5.36,EncounterAccident,EncounterAccident,Complete
2.16.840.1.113883.5.37,EncounterAdmissionSource,EncounterAdmissionSource,Complete
2.16.840.1.113883.5.38,EncounterAdmissionPriority,EncounterAdmissionPriority,Retired
2.16.840.1.113883.5.39,EncounterReferralSource,EncounterReferralSource,Complete
2.16.840.1.113883.5.40,EncounterSpecialCourtesy,EncounterSpecialCourtesy,Complete
2.16.840.1.113883.5.41,EntityClass,EntityClass,Complete
2.16.840.1.113883.5.42,EntityHandling,EntityHandling,Complete
2.16.840.1.113883.5.43,EntityNamePartQualifier,EntityNamePartQualifier,Complete
2.16.840.1.113883.5.44,EntityNamePartType,EntityNamePartType,Complete
2.16.840.1.113883.5.45,EntityNameUse,EntityNameUse,Complete
2.16.840.1.113883.5.46,EntityRisk,EntityRisk,Complete
2.16.840.1.113883.5.47,EntityRoleRelationshipType,EntityRoleRelationshipType,Retired
2.16.840.1.113883.5.48,EntityType,EntityType,Retired
2.16.840.1.113883.5.49,EquipmentAlertLevel,EquipmentAlertLevel,Complete
2.16.840.1.113883.5.50,Ethnicity,Ethnicity,Complete
2.16.840.1.113883.5.51,GenderStatus,GenderStatus,Complete
2.16.840.1.113883.5.53,HealthcareProviderTaxonomyHIPAA,HealthcareProviderTaxonomyHIPAA,Complete
2.16.840.1.113883.5.54,HL7CommitteeIDInRIM,HL7CommitteeIDInRIM,Complete
2.16.840.1.113883.5.55,HL7ConformanceInclusion,HL7ConformanceInclusion,Complete
2.16.840.1.113883.5.56,HL7DefinedRoseProperty,HL7DefinedRoseProperty,Complete
2.16.840.1.113883.5.57,HL7UpdateMode,HL7UpdateMode,Complete
2.16.840.1.113883.5.58,HtmlLinkType,HtmlLinkType,Complete
2.16.840.1.113883.5.60,LanguageAbilityMode,LanguageAbilityMode,Complete
2.16.840.1.113883.5.61,LanguageAbilityProficiency,LanguageAbilityProficiency,Complete
2.16.840.1.113883.5.62,ListType,ListType,Retired
2.16.840.1.113883.5.63,LivingArrangement,LivingArrangement,Complete
2.16.840.1.113883.5.64,LivingSubjectProductionClass,LivingSubjectProductionClass,Retired
2.16.840.1.113883.5.65,LocalMarkupIgnore,LocalMarkupIgnore,Complete
2.16.840.1.113883.5.66,LocalRemoteControlState,LocalRemoteControlState,Complete
2.16.840.1.113883.5.67,MapRelationship,MapRelationship,Complete
2.16.840.1.113883.5.69,MaterialDanger,MaterialDanger,Retired
2.16.840.1.113883.5.70,MaterialHandling,MaterialHandling,Retired
2.16.840.1.113883.5.71,MaterialRelationship,MaterialRelationship,Retired
2.16.840.1.113883.5.72,MaterialResponsibility,MaterialResponsibility,Retired
2.16.840.1.113883.5.73,MaterialType,MaterialType,Complete
2.16.840.1.113883.5.74,MDFAttributeType,MDFAttributeType,Complete
2.16.840.1.113883.5.75,MdfHmdMetSourceType,MdfHmdMetSourceType,Complete
2.16.840.1.113883.5.76,MdfHmdRowType,MdfHmdRowType,Complete
2.16.840.1.113883.5.77,MdfRmimRowType,MdfRmimRowType,Complete
2.16.840.1.113883.5.78,MDFSubjectAreaPrefix,MDFSubjectAreaPrefix,Complete
2.16.840.1.113883.5.79,MediaType,MediaType,Complete
2.16.840.1.113883.5.80,MessageCondition,MessageCondition,Complete
2.16.840.1.113883.5.81,ModifyIndicator,ModifyIndicator,Complete
2.16.840.1.113883.5.83,ObservationInterpretation,ObservationInterpretation,Complete
2.16.840.1.113883.5.84,ObservationMethod,ObservationMethod,Complete
2.16.840.1.113883.5.85,OrderableDrugForm,OrderableDrugForm,Complete
2.16.840.1.113883.5.87,ParameterizedDataType,ParameterizedDataType,Complete
2.16.840.1.113883.5.88,ParticipationFunction,ParticipationFunction,Complete
2.16.840.1.113883.5.89,ParticipationSignature,ParticipationSignature,Complete
2.16.840.1.113883.5.90,ParticipationType,ParticipationType,Complete
2.16.840.1.113883.5.91,PaymentTerms,PaymentTerms,Complete
2.16.840.1.113883.5.93,PersonDisabilityType,PersonDisabilityType,Complete
2.16.840.1.113883.5.96,PersonNamePurpose,PersonNamePurpose,Retired
2.16.840.1.113883.5.98,PracticeSetting,PracticeSetting,Retired
2.16.840.1.113883.5.100,ProcessingID,ProcessingID,Complete
2.16.840.1.113883.5.101,ProcessingMode,ProcessingMode,Complete
2.16.840.1.113883.5.102,QueryPriority,QueryPriority,Complete
2.16.840.1.113883.5.103,QueryStatusCode,QueryStatusCode,Complete
2.16.840.1.113883.5.104,Race,Race,Complete
2.16.840.1.113883.5.105,RelationalOperator,RelationalOperator,Complete
2.16.840.1.113883.5.106,RelationshipConjunction,RelationshipConjunction,Complete
2.16.840.1.113883.5.107,RoleLinkType,RoleLinkType,Complete
2.16.840.1.113883.5.108,ResponseLevel,ResponseLevel,Complete
2.16.840.1.113883.5.109,ResponseModality,ResponseModality,Complete
2.16.840.1.113883.5.110,RoleClass,RoleClass,Complete
2.16.840.1.113883.5.111,RoleCode,RoleCode,Complete
2.16.840.1.113883.5.112,RouteOfAdministration,RouteOfAdministration,Complete
2.16.840.1.113883.5.113,Sequencing,Sequencing,Complete
2.16.840.1.113883.5.114,Service,Service,Retired
2.16.840.1.113883.5.115,ParticipationActor,ParticipationActor,Retired
2.16.840.1.113883.5.116,ServiceActorFunction,ServiceActorFunction,Retired
2.16.840.1.113883.5.117,ServiceActorSignature,ServiceActorSignature,Retired
2.16.840.1.113883.5.118,ServiceConfidentiality,ServiceConfidentiality,Retired
2.16.840.1.113883.5.119,ServiceInterpretation,ServiceInterpretation,Retired
2.16.840.1.113883.5.120,ServiceListType,ServiceListType,Retired
2.16.840.1.113883.5.121,ServiceMood,ServiceMood,Retired
2.16.840.1.113883.5.122,ServicePriority,ServicePriority,Retired
2.16.840.1.113883.5.123,ServiceRelationshipType,ServiceRelationshipType,Retired
2.16.840.1.113883.5.124,ServiceRelationshipCheckPoint,ServiceRelationshipCheckPoint,Retired
2.16.840.1.113883.5.125,ServiceRelationshipConjunction,ServiceRelationshipConjunction,Retired
2.16.840.1.113883.5.126,ServiceRelationshipJoin,ServiceRelationshipJoin,Unknown
2.16.840.1.113883.5.127,ServiceRelationshipSplit,ServiceRelationshipSplit,Retired
2.16.840.1.113883.5.128,ServiceTargetType,ParticipationType,Retired
2.16.840.1.113883.5.129,SpecimenType,SpecimenType,Complete
2.16.840.1.113883.5.130,SupplyService,SupplyService,Retired
2.16.840.1.113883.5.131,TableCellHorizontalAlign,TableCellHorizontalAlign,Complete
2.16.840.1.113883.5.132,TableCellScope,TableCellScope,Complete
2.16.840.1.113883.5.133,TableCellVerticalAlign,TableCellVerticalAlign,Complete
2.16.840.1.113883.5.134,TableFrame,TableFrame,Complete
2.16.840.1.113883.5.135,TableRowGroupType,TableRowGroupType,Retired
2.16.840.1.113883.5.136,TableRules,TableRules,Complete
2.16.840.1.113883.5.137,TargetAwareness,TargetAwareness,Complete
2.16.840.1.113883.5.139,TimingEvent,TimingEvent,Complete
2.16.840.1.113883.5.140,TribalEntityUS,TribalEntityUS,Complete
2.16.840.1.113883.5.141,UnitsOfMeasure,UnitsOfMeasure,Complete
2.16.840.1.113883.5.142,UnitsOfMeasureCaseSensitive,UnitsOfMeasureCaseSensitive,Retired
2.16.840.1.113883.5.143,URLScheme,URLScheme,Complete
2.16.840.1.113883.5.144,VaccineManufacturer,VaccineManufacturer,Complete
2.16.840.1.113883.5.145,VaccineType,VaccineType,Complete
2.16.840.1.113883.5.146,ValueSetOperator,ValueSetOperator,Complete
2.16.840.1.113883.5.147,VocabularyDomainQualifier,VocabularyDomainQualifier,Complete
2.16.840.1.113883.6.21,NUBC-UB92,National Uniform Billing Council\, UB 92,Complete
2.16.840.1.113883.6.22,PNDS,The PNDS provides standardized terms and codes for patient problems/nursing diagnoses\, nursing interventions including actual or expected (goal) outcomes.   The PNDS provides standardized terms and codes for nursing diagnoses (a subset of NANDA)\, nursing interventions and outcomes. The outcomes and interventions are in a relational database. The PNDS intervention and outcome statements are attached in an Access Database. The NANDA diagnoses in the PNDS have already been registered by HL7.,Complete
2.16.840.1.113883.6.23,NMMDS,The NMMDS is the minimum set of items of information with uniform definitions and categories concerning the specific dimension of the context of patient care delivery.  It represents the minimum data used to support the management and administration of patient/nursing care delivery across all types of settings.  The NMMDS is composed of seventeen (17) data elements organized into three categories: environment\, nurse resources\, and financial resources.  See Tables 1-3 for the elements and related definitions organized by each categories.  The NMMDS most appropriately focuses at the first level of accountability for patient/client/family/community nursing care: this may be the delivery unit\, service\, or center of excellence level.  The NMMDS supports numerous constructed variables as well as aggregation of data at the unit\, institution\, network\, and system\, etc levels.  This minimum data set provides the structure for the collection of uniform information that influences quality of patient care\, directly and indirectly.,Complete
2.16.840.1.113883.6.24,MDC,The nomenclature relates primarily to vital signs monitoring\, but also includes semantics of other medical devices that are commonly used in acute care settings.  There are multiple coding partitions each of which has a systematic name consisting of a set of base concepts and differentiating criteria.,Complete
2.16.840.1.113883.6.25,ABCcodes,These codes fit into standard message formats for HCPCS codes that are a named standard.,Complete
2.16.840.1.113883.5.1100,AcknowledgementDetailCode,AcknowledgementDetailCode,Complete
2.16.840.1.113883.5.1091,Version identifiers,,Complete
2.16.840.1.113883.19.5.1,Example code systems,Example code systems,Complete
2.16.840.1.113883.6.30,AS4,ASTM E1238/ E1467 Universal,Pending
2.16.840.1.113883.6.76,ACR,American College of Radiology finding codes,Pending
2.16.840.1.113883.6.77,ATC,American Type Culture Collection,Pending
2.16.840.1.113883.6.78,AS4E,AS4 Neurophysiology Codes,Pending
2.16.840.1.113883.6.79,CDS,CDC Surveillance,Pending
2.16.840.1.113883.6.80,CE,CEN ECG diagnostic codes,Pending
2.16.840.1.113883.6.81,CLP,CLIP,Pending
2.16.840.1.113883.6.82,C5,CPT-5,Pending
2.16.840.1.113883.6.83,DCL,DICOM Class Label; note these are now deprecated and are superceded by 1.2.840.10008.2.16.4,Deprecated
2.16.840.1.113883.6.31,DCM,DICOM modality codes; note these are now deprecated and are superceded by 1.2.840.10008.2.16.4,Deprecated
2.16.840.1.113883.6.32,DQL,DICOM Query Label; note these are now deprecated and are superceded by 1.2.840.10008.2.16.4,Deprecated
2.16.840.1.113883.6.33,ENZC,Enzyme Codes,Pending
2.16.840.1.113883.6.34,E,EUCLIDES,Pending
2.16.840.1.113883.6.35,E5,Euclides  quantity codes,Pending
2.16.840.1.113883.6.36,E6,Euclides Lab method codes,Pending
2.16.840.1.113883.6.37,E7,Euclides Lab equipment codes,Pending
2.16.840.1.113883.6.38,FDK,FDA K10,Pending
2.16.840.1.113883.6.39,HI,Health Outcomes,Pending
2.16.840.1.113883.6.40,HB,HIBCC,Pending
2.16.840.1.113883.6.41,ICS,ICCS,Pending
2.16.840.1.113883.6.42,I9,ICD9,Pending
2.16.840.1.113883.6.43,ICDO,International Classification of Diseases for Oncology,Pending
2.16.840.1.113883.6.44,IC2,ICHPPC-2,Pending
2.16.840.1.113883.6.45,ICSD,International Classification of Sleep Disorders,Pending
2.16.840.1.113883.6.46,IUPP,IUPAC/IFCC Property Codes,Pending
2.16.840.1.113883.6.47,IUPC,IUPAC/IFCC Component Codes,Pending
2.16.840.1.113883.6.48,JC8,Japanese Chemistry,Pending
2.16.840.1.113883.6.49,OHA,Omaha System,Pending
2.16.840.1.113883.6.50,POS,POS Codes,Pending
2.16.840.1.113883.6.51,SNM3,SNOMED International,Pending
2.16.840.1.113883.6.52,SNT,SNOMED topology codes (anatomic sites),Pending
2.16.840.1.113883.6.53,SDM,SNOMED- DICOM Microglossary,Pending
2.16.840.1.113883.6.54,UC,UCDS,Pending
2.16.840.1.113883.6.55,UPC,Universal Product Code,Pending
2.16.840.1.113883.6.56,UML,Unified Medical Language,Pending
2.16.840.1.113883.6.57,CDCA,CDC Analyte Codes,Pending
2.16.840.1.113883.6.58,CDCM,CDC Methods/Instruments Codes,Pending
2.16.840.1.113883.6.59,CVX,CDC Vaccine Codes,Pending
2.16.840.1.113883.6.60,MVX,CDC Vaccine Manufacturer Codes,Pending
2.16.840.1.113883.6.61,CAS,Chemical abstract codes,Pending
2.16.840.1.113883.6.62,CST,COSTART,Pending
2.16.840.1.113883.6.63,FDDX,First DataBank Diagnostic Codes,Pending
2.16.840.1.113883.6.64,FDDC,First DataBank Drug Codes,Pending
2.16.840.1.113883.6.65,MDDX,Medispan Diagnostic Codes,Pending
2.16.840.1.113883.6.66,MEDX,Medical Economics Diagnostic Codes,Pending
2.16.840.1.113883.6.67,MEDC,Medical Economics Drug Codes,Pending
2.16.840.1.113883.6.68,MGPI,Medispan GPI,Pending
2.16.840.1.113883.6.69,NDC,National drug codes,Pending
2.16.840.1.113883.6.70,MEDR,Medical Dictionary for Drug Regulatory Affairs (ME,Pending
2.16.840.1.113883.6.71,W1-W2,WHO rec# drug codes,Pending
2.16.840.1.113883.6.72,W4,WHO rec# code with ASTM extension,Pending
2.16.840.1.113883.6.73,WC,WHO ATC,Pending
2.16.840.1.113883.6.74,ART,WHO Adverse Reaction Terms,Pending
2.16.840.1.113883.6.75,UMD,MDNS,Pending
2.16.840.1.113883.5.1050,AcknowledgementCondition,,Complete
2.16.840.1.113883.5.1051,ActInvoiceElementModifier,Processing consideration and clarification codes.,Complete
2.16.840.1.113883.5.1052,ActSite,An anatomical location on an organism which can be the focus of an act.,Complete
2.16.840.1.113883.5.1053,ActUncertainty,,Complete
2.16.840.1.113883.5.1054,AmericanIndianAlaskaNativeLanguages,American Indian and Alaska Native languages currently being used in the United States.,Complete
2.16.840.1.113883.5.1055,Calendar,,Complete
2.16.840.1.113883.5.1056,CommunicationFunctionType,Describes the type of communication function that the associated entity plays in the associated transmission.,Complete
2.16.840.1.113883.5.1057,ContextControl,This table contains the control codes that are used to manage the propagation and scope of a particular ActRelationship or Participation  within a set of Acts.,Complete
2.16.840.1.113883.5.1058,Currency,The currency unit as defined in ISO 4217,Complete
2.16.840.1.113883.5.1059,EmployeeJobClass,,Complete
2.16.840.1.113883.5.1060,EntityCode,,Complete
2.16.840.1.113883.5.1061,EntityStatus,The status of an instance of the RIM Entity class.,Complete
2.16.840.1.113883.5.1062,ManagedParticipationStatus,The status of an instance of the RIM Participation class.,Complete
2.16.840.1.113883.5.1063,ObservationValue,This domain is the root domain to which all HL7-recognized value sets for the Observation.value attribute will be linked when Observation.value has a coded data type.,Complete
2.16.840.1.113883.5.1064,ParticipationMode,Identifies the primary means by which an Entity participates in an Act.,Complete
2.16.840.1.113883.5.1065,ProcedureMethod,Identifies the technique used to perform a procedure.,Complete
2.16.840.1.113883.5.1066,QueryQuantityUnit,Values in this domain specify the units of a query quantity limited request.,Complete
2.16.840.1.113883.5.1067,QueryResponse,Values in this domain allow a query response system to return a precise response status.,Complete
2.16.840.1.113883.5.1068,RoleStatus,The status of an instance of the RIM Role class.,Complete
2.16.840.1.113883.5.1069,SetOperator,,Complete
2.16.840.1.113883.5.1070,SubstanceAdminSubstitution,Identifies what sort of change is permitted or has occurred between the therapy that was ordered and the therapy that was/will be provided.,Complete
2.16.840.1.113883.5.1071,SubstitutionCondition,Identifies what sort of change is permitted or has occurred between the item that was ordered/requested and the one that was/will be provided.,Complete
2.16.840.1.113883.5.1072,UnitOfMeasurePrefix,Decimal Multiplier Prefix for units of measure,Complete
2.16.840.1.113883.5.1073,UnitOfMeasurePrefixCaseSensitive,Decimal Multiplier Prefix for units of measure - case sensitive,Retired
2.16.840.1.113883.6.84,IETF1766,Tags for the identification of languages,Pending
2.16.1,ISO3166-1,ISO 3166-1 2 Country codes.  Note that ISO 3166-1 has numeric. 2-character\, and 3-characters codes (synonyms)\, but HL7 has agreed that only the 2-character form is to be used (In v3 this will be done using value set machinery).,Complete
2.16.2,ISO3166-2,ISO 3166-2 Country subdivision codes.,Complete
2.16.3,ISO3166-3,ISO 3166-3 Obsolete country codes.   Note that this may be used when a country that no longer has a code in 3166-1 must be transmitted (historical records).,Complete
2.16.840.1.113883.5.1074,CodingRationale,CodingRationale,Proposed
2.16.840.1.113883.5.1075,PatientImportance,Patient Importance Codes,Proposed
2.16.840.1.113883.5.1076,ReligiousAffiliation,ReligiousAffiliation,Proposed
2.16.840.1.113883.5.1077,EducationLevel,Education Level,Proposed
2.16.840.1.113883.6.86,UMLS,UMLS codes as CUIs making up the values in a coding system,Pending
2.16.840.1.113883.6.87,NMDS,The NMDS is the minimum set of items of information with uniform definitions and categories concerning the specific dimension of the context of patient care delivery.  It represents the minimum data used to support the management and administration of patient/nursing care delivery across all types of settings.,Complete
2.16.840.1.113883.6.89,DEEDS(old),retired root for DEEDs from earlier work.  Superceded.,Pending
2.16.840.1.113883.6.90,ICD10CM,The International Classification of Diseases\, 10th Revision\, Clinical Modification (ICD-10-CM)\, describes the classification of morbidity and mortality information for statistical purposes and for the indexing of healthcare records by diseases. The ICD-10-CM codes can be used as the value of the Act.cd attribute.,Complete
2.16.840.1.113883.5.1078,QueryEventStatus,Education Level,Proposed
2.16.840.1.113883.5.1079,HL7V3,Complete HL7 Version 3 internal coding system,Proposed
2.16.840.1.113883.5.1080,Dentition,Dentition,Pending
2.16.840.1.113883.5.1081,CIHIAdj,CIHI Adjudication Information Codes,Pending
2.16.840.1.113883.5.1082,AcknowledgementDetailType,Acknowledgement Detail Type,Pending
2.16.840.1.113883.5.1083,MessageWaitingPriority,Message Waiting Priority,Pending
2.16.840.1.113883.5.1084,EncounterAcuity,Encounter Acuity,Pending
2.16.840.1.113883.5.1085,CodeSystemType,HL7 Code System Type,Pending
2.16.840.1.113883.5.1086,ConceptStatus,HL7 Coded Concept Status,Pending
2.16.840.1.113883.5.1087,ConceptProperty,HL7 Value Set and Coded Concept Property Codes,Pending
2.16.840.1.113883.5.1088,ConceptCodeRelationship,Possible Concept Code Relationships,Pending
2.16.840.1.113883.5.1089,Dentition,Dentition,Pending
2.16.840.1.113883.5.1090,CalendarCycleOneLetter,One letter calendar cycle identifiers,Retired
2.16.840.1.113883.6.91,FIPSPUB92,FIPSPUB92 - GUIDELINE FOR STANDARD OCCUPATIONAL CLASSIFICATION (SOC) CODES\, version 1983 February 24,Pending
2.16.840.1.113883.6.92,FIPSPUB2,FIPSPUB-2 - CODES FOR THE IDENTIFICATION OF THE STATES\, THE DISTRICT OF COLUMBIA AND THE OUTLYING AREAS OF THE UNITED STATES\, AND ASSOCIATED AREAS\, version 1987 May 28,Pending
2.16.840.1.113883.6.93,FIPSPUB6-4,FIPSPUB6-4 - Counties and Equivalent Entities of the United States\, Its Possessions\, and Associated Areas\, version 1990 August 31,Pending
2.16.840.1.113883.6.94,ICD10-Ca,ICD10 with Canadian modifications,Pending
2.16.840.1.113883.6.95,CCI,Canadian Classification of Health Interventions,Complete
2.16.840.1.113883.6.98,OMS,The Omaha System provides standardized terms\, definitions\, and codes for observations and procedures\, specifically for client problems\, multidisciplinary interventions including those focusing on assessment and care\, and problem-specific client outcomes.,Complete
2.16.840.1.113883.6.99,ISO639-1,Codes for the Representation of Names of Languages Part 1: Alpha-2 Code.  Used as part of the IETF 3066 specification for languages throughout the HL7 specification.,Complete
2.16.840.1.113883.6.100,ISO639-2,Codes for the Representation of Names of Languages Part 2: Alpha-3 Code.  Used as part of the IETF 3066 specification for languages throughout the HL7 specification.,Complete
