"275","66.7","MG","FERROUS FUMARATE"
"275","11.7","MG","CALCIUM PANTOTHENATE"
"275","3.3","MG","RIBOFLAVIN"
"275","4.13","MG","ALPHA-TOCOPHEROL SUCCINATE, D-"
"275","1.675","MG","CUPRIC SULFATE ANHYDROUS"
"276","200000","UNT","NYSTATIN"
"278","100000","UNT","NYSTATIN"
"278","1","MG","TRIAMCINOLONE ACETONIDE"
"282","100000","UNT","NYSTATIN"
"283","500000","UNT","NYSTATIN"
"286","100000","UNT","NYSTATIN"
"287","100000","UNT","NYSTATIN"
"288","500","MG","TETRACYCLINE HYDROCHLORIDE"
"290","5","MG","BENDROFLUMETHIAZIDE"
"294","100","MG","ISONIAZID"
"297","0","NS","TETRACYCLINE HYDROCHLORIDE"
"301","","NS","PENICILLIN V POTASSIUM"
"302","","NS","PENICILLIN V POTASSIUM"
"304","50","MG","TESTOLACTONE"
"304","50","MG","TESTOLACTONE"
"315","500","MG","PROCAINAMIDE HYDROCHLORIDE"
"316","250","MG","PROCAINAMIDE HYDROCHLORIDE"
"319","500","MG","PROCAINAMIDE HYDROCHLORIDE"
"323","5","MG","FLUPHENAZINE HYDROCHLORIDE"
"327","","NS","TETRACYCLINE HYDROCHLORIDE"
"332","500","MG","HYDROXYUREA"
"332","500","MG","HYDROXYUREA"
"337","5","MG","FLUPHENAZINE HYDROCHLORIDE"
"342","10","MG","FLUPHENAZINE HYDROCHLORIDE"
"342","10","MG","FLUPHENAZINE HYDROCHLORIDE"
"343","","NS","AMPICILLIN TRIHYDRATE"
"344","","NS","AMPICILLIN TRIHYDRATE"
"347","250","MG","CEPHRADINE"
"362","1","MG","HALCINONIDE"
"363","5","MG","TRIAMCINOLONE ACETONIDE"
"365","1","MG","HALCINONIDE"
"368","","NS","AMOXICILLIN"
"368","","NS","AMOXICILLIN"
"369","","NS","AMOXICILLIN"
"369","","NS","AMOXICILLIN"
"392","","NS","TOBRAMYCIN SULFATE"
"452","1","MG","CLONAZEPAM"
"453","0.5","MG","CLONAZEPAM"
"458","2","MG","CLONAZEPAM"
"468","10","MG","ISOTRETINOIN"
"469","40","MG","ISOTRETINOIN"
"470","25","MG","PYRIMETHAMINE"
"470","500","MG","SULFADOXINE"
"472","20","MG","ISOTRETINOIN"
"473","250","MG","MEFLOQUINE HYDROCHLORIDE"
"480","","NS","SULFISOXAZOLE ACETYL"
"514","","NS","CEFTRIAXONE SODIUM"
"515","","NS","CEFTRIAXONE SODIUM"
"516","0","NS","CEFTRIAXONE SODIUM"
"517","","NS","CEFTRIAXONE SODIUM"
"521","","NS","CEFTRIAXONE SODIUM"
"762","5","MG","LISINOPRIL"
"768","0.5","MG","DEXAMETHASONE"
"770","5","MG","PHYTONADIONE"
"781","25","MG","ETHACRYNIC ACID"
"783","5","MG","FINASTERIDE"
"787","4","MG","DEXAMETHASONE"
"790","10","MG","LISINOPRIL"
"793","25","MG","CARBIDOPA"
"796","12.5","MG","HYDROCHLOROTHIAZIDE"
"796","12.5","MG","HYDROCHLOROTHIAZIDE"
"796","20","MG","LISINOPRIL"
"796","20","MG","LISINOPRIL"
"797","20","MG","LISINOPRIL"
"797","25","MG","HYDROCHLOROTHIAZIDE"
"800","20","MG","LISINOPRIL"
"804","40","MG","LISINOPRIL"
"815","5","MG","FELODIPINE"
"816","10","MG","FELODIPINE"
"823","250","MG","PENICILLAMINE"
"830","10","MG","CARBIDOPA, DL-"
"830","100","MG","LEVODOPA"
"831","100","MG","LEVODOPA"
"831","25","MG","CARBIDOPA, DL-"
"832","25","MG","CARBIDOPA, DL-"
"832","250","MG","LEVODOPA"
"833","250","MG","TRIENTINE HYDROCHLORIDE"
"837","250","MG","METYROSINE"
"841","400","MG","NORFLOXACIN"
"847","10","MG","ENALAPRIL MALEATE"
"847","25","MG","HYDROCHLOROTHIAZIDE"
"848","5","MG","SIMVASTATIN"
"848","5","MG","SIMVASTATIN"
"850","20","MG","LOVASTATIN"
"850","20","MG","LOVASTATIN"
"851","40","MG","LOVASTATIN"
"852","10","MG","SIMVASTATIN"
"852","10","MG","SIMVASTATIN"
"853","20","MG","SIMVASTATIN"
"854","20","MG","OMEPRAZOLE"
"855","40","MG","SIMVASTATIN"
"855","40","MG","SIMVASTATIN"
"856","500","MG","THIABENDAZOLE"
"860","10","MG","CYCLOBENZAPRINE HYDROCHLORIDE"
"864","200","MG","SULINDAC"
"866","20","MG","FAMOTIDINE"
"867","40","MG","FAMOTIDINE"
"869","250","MG","CHLOROTHIAZIDE"
"870","0","NS","CHLOROTHIAZIDE SODIUM"
"873","1","MG","BENZTROPINE MESYLATE"
"877","0.5","MG","DACTINOMYCIN"
"878","0","NS","ETHACRYNATE SODIUM"
"880","0","NS","CEFOXITIN SODIUM"
"881","0","NS","CEFOXITIN SODIUM"
"886","0.1","%WV","SORBIC ACID"
"886","25","MG","INDOMETHACIN"
"886","1","%VV","ALCOHOL, DEHYDRATED"
"887","5","MG","HYDROXYPROPYL CELLULOSE"
"890","20","%WV","AMINOHIPPURATE SODIUM"
"892","25","NS","INDOMETHACIN"
"894","500","MG","CHLOROTHIAZIDE"
"896","0","NS","INDOMETHACIN SODIUM"
"900","0","NS","CILASTATIN SODIUM"
"900","250","MG","IMIPENEM"
"901","250","MG","IMIPENEM"
"901","0","NS","CILASTATIN SODIUM"
"902","0","NS","CILASTATIN SODIUM"
"902","500","MG","IMIPENEM"
"903","500","MG","IMIPENEM"
"903","0","NS","CILASTATIN SODIUM"
"905","40","MG","FAMOTIDINE"
"906","10","MG","FAMOTIDINE"
"910","","NS","CEFOXITIN SODIUM"
"911","","NS","CEFOXITIN SODIUM"
"912","","NS","CILASTATIN SODIUM"
"912","250","MG","IMIPENEM"
"913","500","MG","IMIPENEM"
"913","","NS","CILASTATIN SODIUM"
"914","500","MG","CILASTATIN"
"914","500","MG","IMIPENEM"
"916","7000","UNT","MEASLES-MUMPS-RUBELLA VIRUS VACCINE, LIVE"
"918","1000","UNT","RUBELLA VIRUS VACCINE, LIVE"
"919","1000","UNT","RUBELLA VIRUS VACCINE, LIVE"
"920","1000","UNT","RUBELLA VIRUS VACCINE, LIVE"
"921","1000","UNT","RUBELLA VIRUS VACCINE, LIVE"
"923","1000","UNT","MEASLES VIRUS VACCINE, LIVE, ATTENUATED"
"924","1000","UNT","MEASLES VIRUS VACCINE, LIVE, ATTENUATED"
"925","5000","UNT","MUMPS VIRUS VACCINE LIVE"
"926","6000","UNT","MEASLES-MUMPS VIRUS VACCINE, LIVE"
"927","6000","UNT","CROTALINE ANTIVENIN, POLYVALENT"
"929","1000","UNT","MUMPS VIRUS VACCINE LIVE"
"930","100","%WV","WATER, STERILE"
"932","50","MCG","MENINGOCOCCAL POLYSACCHARIDEVACCINE A"
"932","50","MCG","MENINGOCOCCAL POLYSACCHARIDEVACCINE C"
"933","5","MCG","HEPATITIS B SURFACE ANTIGEN"
"934","5","MCG","HEPATITIS B SURFACE ANTIGEN"
"935","1000","UNT","MEASLES VIRUS VACCINE, LIVE, ATTENUATED"
"936","5000","UNT","MUMPS VIRUS VACCINE LIVE"
"937","1000","UNT","MEASLES VIRUS VACCINE, LIVE, ATTENUATED"
"939","5000","UNT","MUMPS VIRUS VACCINE LIVE"
"940","10000","UNT","ASPARAGINASE"
"941","1000","UNT","MEASLES VIRUS VACCINE, LIVE, ATTENUATED"
"942","5000","UNT","MUMPS VIRUS VACCINE LIVE"
"944","1000","UNT","RUBELLA VIRUS VACCINE, LIVE"
"945","1000","UNT","RUBELLA VIRUS VACCINE, LIVE"
"946","1000","UNT","RUBELLA VIRUS VACCINE, LIVE"
"950","7000","UNT","MEASLES-MUMPS-RUBELLA VIRUS VACCINE, LIVE"
"954","20","MCG","HEPATITIS B SURFACE ANTIGEN"
"955","25","MCG","PNEUMOCOCCAL POLYSACCHARIDE"
"956","25","MCG","PNEUMOCOCCAL POLYSACCHARIDE"
"962","5","MCG","HEPATITIS B SURFACE ANTIGEN"
"963","10","MCG","HEPATITIS B SURFACE ANTIGEN"
"964","10","MCG","HEPATITIS B SURFACE ANTIGEN"
"966","10","MCG","HEPATITIS B SURFACE ANTIGEN"
"968","250","MCG","NEISSERIA MENINGITIDIS"
"968","15","MCG","HAEMOPHILUS B POLYSACCHARIDE VACCINE"
"979","0.5","MG","DEXAMETHASONE"
"992","10","MG","MECHLORETHAMINE HYDROCHLORIDE"
"1024","10","MG","DEXTROAMPHETAMINE SULFATE"
"1025","15","MG","DEXTROAMPHETAMINE SULFATE"
"1035","10","MG","TRANYLCYPROMINE"
"1035","","NS","TRANYLCYPROMINE SULFATE"
"1092","1","MG","LORAZEPAM"
"1093","2","MG","LORAZEPAM"
"1101","0.5","MG","LORAZEPAM"
"1162","1","UNT","CROTALINE ANTIVENIN, POLYVALENT"
"1177","1","UNT","ANTIVENIN (MICRURUS FULVIUS)"
"1240","0.03","MG","ETHINYL ESTRADIOL"
"1240","0.3","MG","NORGESTREL"
"1244","0.03","MG","ETHINYL ESTRADIOL"
"1244","0.15","MG","LEVONORGESTREL"
"1269","200","MG","ACEBUTOLOL HYDROCHLORIDE"
"1270","0","NS","ACEBUTOLOL HYDROCHLORIDE"
"1274","200","MG","AMIODARONE HYDROCHLORIDE"
"1276","40","MG","ISOSORBIDE DINITRATE"
"1278","0.125","MG","TRIAZOLAM"
"1279","5","MG","HYDROCORTISONE"
"1279","5","MG","HYDROCORTISONE"
"1282","0.25","MG","TRIAZOLAM"
"1285","8","MG","METHYLPREDNISOLONE"
"1287","16.95","%WW","BENZPHETAMINE HYDROCHLORIDE"
"1288","0.25","MG","ALPRAZOLAM"
"1289","10","MG","HYDROCORTISONE"
"1289","10.2","MG","HYDROCORTISONE"
"1291","25","MG","CORTISONE ACETATE"
"1293","20","MG","HYDROCORTISONE"
"1293","20.4","MG","HYDROCORTISONE"
"1295","2","MG","METHYLPREDNISOLONE"
"1296","10","MG","MEDROXYPROGESTERONE ACETATE"
"1297","0.5","MG","ALPRAZOLAM"
"1298","4","MG","METHYLPREDNISOLONE"
"1300","2.5","MG","MEDROXYPROGESTERONE ACETATE"
"1302","16","MG","METHYLPREDNISOLONE"
"1303","1","MG","ALPRAZOLAM"
"1304","2","MG","ALPRAZOLAM"
"1305","500","MG","TOLBUTAMIDE"
"1307","250","MG","ERYTHROMYCIN"
"1308","52.8","MG","METHYLPREDNISOLONE SODIUM SUCCINATE"
"1312","1.25","MG","GLYBURIDE"
"1314","2.5","MG","GLYBURIDE"
"1315","13.4","MG","HYDROCORTISONE CYPIONATE"
"1318","20","MG","PREDNISONE"
"1320","5","MG","GLYBURIDE"
"1321","32","MG","METHYLPREDNISOLONE"
"1322","165","MG","METHYLPREDNISOLONE SODIUM SUCCINATE"
"1324","10","MG","PREDNISONE"
"1325","150","MG","CLINDAMYCIN HYDROCHLORIDE"
"1327","2","MG","ESTRADIOL CYPIONATE"
"1327","50","MG","TESTOSTERONE CYPIONATE"
"1328","5","GM","COLESTIPOL HYDROCHLORIDE"
"1329","1000","UNT","HEPARIN SODIUM"
"1330","5","MG","ESTRADIOL CYPIONATE"
"1331","20","MG","METHYLPREDNISOLONE ACETATE"
"1333","40","MG","METHYLPREDNISOLONE ACETATE"
"1334","5","MG","MEDROXYPROGESTERONE ACETATE"
"1335","5000","UNT","HEPARIN SODIUM"
"1336","100","MG","FLURBIPROFEN"
"1337","80","MG","METHYLPREDNISOLONE ACETATE"
"1338","10000","UNT","HEPARIN SODIUM"
"1339","","NS","CLINDAMYCIN HYDROCHLORIDE"
"1341","1.5","MG","GLYBURIDE"
"1342","100","MG","TESTOSTERONE CYPIONATE"
"1343","3","MG","GLYBURIDE"
"1344","100","MG","CYTARABINE"
"1345","50","MG","PREDNISONE"
"1346","300","MG","CLINDAMYCIN HYDROCHLORIDE"
"1348","200","MG","TESTOSTERONE CYPIONATE"
"1349","500","MG","CYTARABINE"
"1354","","NS","LINCOMYCIN HYDROCHLORIDE"
"1355","","NS","SPECTINOMYCIN HYDROCHLORIDE"
"1355","","NS","WATER FOR INJECTION, BACTERIOSTATIC"
"1358","400","MG","MEDROXYPROGESTERONE ACETATE"
"1359","0","NS","METHYLPREDNISOLONE SODIUM SUCCINATE"
"1362","0","NS","CLINDAMYCIN PHOSPHATE"
"1365","150","MG","MEDROXYPROGESTERONE ACETATE"
"1367","0","NS","METHYLPREDNISOLONE SODIUM SUCCINATE"
"1368","0","NS","CLINDAMYCIN PALMITATE HYDROCHLORIDE"
"1369","0","NS","METHYLPREDNISOLONE SODIUM SUCCINATE"
"1370","600","MG","CLINDAMYCIN PHOSPHATE"
"1372","0","NS","METHYLPREDNISOLONE SODIUM SUCCINATE"
"1373","133","MG","HYDROCORTISONE SODIUM SUCCINATE"
"1374","20","MG","DINOPROSTONE"
"1375","1","GM","STREPTOZOCIN"
"1376","333","MCG","CARBOPROST TROMETHAMINE"
"1377","","NS","CLINDAMYCIN PHOSPHATE"
"1380","0","NS","CLINDAMYCIN PHOSPHATE"
"1381","50","MG","ANTI-THYMOCYTE IMMUNE GLOBULIN"
"1384","0","NS","CLINDAMYCIN PHOSPHATE"
"1385","0","NS","CLINDAMYCIN PHOSPHATE"
"1386","500","MCG","ALPROSTADIL"
"1387","333","MG","ERYTHROMYCIN"
"1388","1","GM","CYTARABINE"
"1389","2","GM","CYTARABINE"
"1390","0.5","MG","DIFLORASONE DIACETATE"
"1392","0","NS","CLINDAMYCIN PHOSPHATE"
"1393","0","NS","CLINDAMYCIN PHOSPHATE"
"1395","","NS","CLINDAMYCIN PHOSPHATE"
"1396","","NS","CLINDAMYCIN PHOSPHATE"
"1397","","NS","CLINDAMYCIN PHOSPHATE"
"1398","0","NS","METHYLPREDNISOLONE SODIUM SUCCINATE"
"1399","0","NS","CLINDAMYCIN PHOSPHATE"
"1404","50","MG","CEFPODOXIME PROXETIL"
"1409","500","MG","FLUOROURACIL"
"1410","50","MG","FLUOROURACIL"
"1411","50","MG","FLUOROURACIL"
"1412","10","MG","DOXORUBICIN HYDROCHLORIDE"
"1413","20","MG","DOXORUBICIN HYDROCHLORIDE"
"1420","50","MG","AMPHOTERICIN B"
"1420","50","MG","AMPHOTERICIN B"
"1428","150","MG","RIFABUTIN"
"1429","100","MG","CYCLOPHOSPHAMIDE"
"1430","200","MG","CYCLOPHOSPHAMIDE"
"1431","500","MG","CYCLOPHOSPHAMIDE"
"1432","1000","MG","CYCLOPHOSPHAMIDE"
"1433","2","GM","CYCLOPHOSPHAMIDE"
"1439","1","MG","VINCRISTINE SULFATE"
"1440","1","MG","VINCRISTINE SULFATE"
"1487","500","MG","CYCLOPHOSPHAMIDE"
"1488","50","MG","CYCLOPHOSPHAMIDE"
"1488","50","MG","CYCLOPHOSPHAMIDE"
"1489","25","MG","CYCLOPHOSPHAMIDE"
"1490","1","GM","CYCLOPHOSPHAMIDE"
"1492","100","MG","CYCLOPHOSPHAMIDE"
"1493","200","MG","CYCLOPHOSPHAMIDE"
"1494","500","MG","CYCLOPHOSPHAMIDE"
"1495","1","GM","CYCLOPHOSPHAMIDE"
"1496","2","GM","CYCLOPHOSPHAMIDE"
"1499","20","MG","MEGESTROL ACETATE"
"1500","40","MG","MEGESTROL ACETATE"
"1501","5","MG","MITOMYCIN"
"1502","20","MG","MITOMYCIN"
"1506","","NS","BLEOMYCIN SULFATE"
"1507","100","%VV","ALCOHOL, DENATURED"
"1508","100","MG","CARMUSTINE"
"1509","","NS","AMIKACIN SULFATE"
"1510","","NS","AMIKACIN SULFATE"
"1511","","NS","AMIKACIN SULFATE"
"1512","10","MG","LOMUSTINE"
"1512","10","MG","LOMUSTINE"
"1513","40","MG","LOMUSTINE"
"1513","40","MG","LOMUSTINE"
"1514","100","MG","LOMUSTINE"
"1515","10","MG","LOMUSTINE"
"1515","40","MG","LOMUSTINE"
"1515","100","MG","LOMUSTINE"
"1520","40","MG","MITOMYCIN"
"1521","10","MG","CISPLATIN"
"1522","50","MG","CISPLATIN"
"1522","50","MG","CISPLATIN"
"1523","10","MG","TENIPOSIDE"
"1524","500","MG","MITOTANE"
"1525","50","MG","ETOPOSIDE"
"1526","20","MG","ETOPOSIDE"
"1529","50","MG","CARBOPLATIN"
"1530","150","MG","CARBOPLATIN"
"1530","150","MG","CARBOPLATIN"
"1531","450","MG","CARBOPLATIN"
"1531","450","MG","CARBOPLATIN"
"1532","1","MG","CISPLATIN"
"1533","1","MG","CISPLATIN"
"1535","50","MG","DOXORUBICIN HYDROCHLORIDE"
"1536","100","MG","DOXORUBICIN HYDROCHLORIDE"
"1538","","NS","KANAMYCIN SULFATE"
"1544","400","MG","MESNA"
"1553","2","MG","BUTORPHANOL TARTRATE"
"1554","1","MG","BUTORPHANOL TARTRATE"
"1555","2","MG","BUTORPHANOL TARTRATE"
"1556","2","MG","BUTORPHANOL TARTRATE"
"1558","","NS","AMPICILLIN SODIUM"
"1559","","NS","NAFCILLIN SODIUM"
"1561","","NS","OXACILLIN SODIUM"
"1563","","NS","NAFCILLIN SODIUM"
"1564","","NS","NAFCILLIN SODIUM"
"1574","","NS","CEFAZOLIN SODIUM"
"1575","","NS","CEFAZOLIN SODIUM"
"1578","","NS","AMPICILLIN SODIUM"
"1579","","NS","AMPICILLIN SODIUM"
"1580","","NS","AMPICILLIN SODIUM"
"1581","","NS","AMPICILLIN SODIUM"
"1582","","NS","AMPICILLIN SODIUM"
"1595","","NS","DICLOXACILLIN SODIUM"
"1604","","NS","OXACILLIN SODIUM"
"1607","","NS","OXACILLIN SODIUM"
"1608","","NS","OXACILLIN SODIUM"
"1629","105","MCG","STANNIC CHLORIDE"
"1629","50","MCG","STANNOUS CHLORIDE"
"1632","3.2","MG","STANNOUS CHLORIDE"
"1632","11.9","MG","SODIUM PYROPHOSPHATE"
"1633","1","MG","BETIATIDE"
"1634","10","MIL","XENON XE 133"
"1635","20","MIL","XENON XE 133"
"1646","1","MIL","THALLOUS CHLORIDE, TL-201"
"1650","2","MIL","GALLIUM CITRATE, GA-67"
"1659","100","MIC","SODIUM CHROMATE, CR-51"
"1660","25","MG","SODIUM CITRATE"
"1660","12","MG","DEXTROSE"
"1660","8","MG","CITRIC ACID"
"1665","0","NS","SODIUM IODIDE, I-131"
"1666","0","NS","SODIUM IODIDE, I-131"
"1667","0.67","MIL","SODIUM PHOSPHATE, P-32"
"1668","5","MIL","CHROMIC PHOSPHATE P 32"
"1669","100","MIC","SODIUM IODIDE, I-123"
"1670","200","MIC","SODIUM IODIDE, I-123"
"1674","172","MG","IOTHALAMATE MEGLUMINE"
"1676","300","MG","IOTHALAMATE MEGLUMINE"
"1677","600","MG","IOTHALAMATE MEGLUMINE"
"1678","0.668","GM","IOTHALAMATE SODIUM"
"1680","339","MG","IOVERSOL"
"1681","741","MG","IOVERSOL"
"1682","430","MG","IOTHALAMATE MEGLUMINE"
"1686","36.7","%WV","IODINE"
"1686","100","MG","DIATRIZOATE SODIUM"
"1686","660","MG","DIATRIZOATE MEGLUMINE"
"1697","1","%WW","HYDROCORTISONE ACETATE"
"1697","1","%WW","PRAMOXINE HYDROCHLORIDE"
"1700","","NS","NEOMYCIN SULFATE"
"1700","10000","UNT","POLYMYXIN B SULFATE"
"1700","0.5","%WV","PREDNISOLONE ACETATE"
"1702","0.6","%WW","PREDNISOLONE ACETATE"
"1702","0","NS","GENTAMICIN SULFATE"
"1709","0.2","%WW","PREDNISOLONE ACETATE"
"1709","10","%WW","SULFACETAMIDE SODIUM"
"1710","0.1","%WW","FLUOROMETHOLONE"
"1713","0.075","%WV","POTASSIUM CHLORIDE"
"1713","0.64","%WV","SODIUM CHLORIDE"
"1713","0.048","%WV","CALCIUM CHLORIDE"
"1713","0.17","%WV","SODIUM CITRATE"
"1713","0.39","%WV","SODIUM ACETATE"
"1713","0.03","%WV","MAGNESIUM CHLORIDE"
"1719","0.5","MG","DIFLORASONE DIACETATE"
"1720","0.5","MG","DIFLORASONE DIACETATE"
"1724","10","%WW","FLUOROURACIL"
"1730","100","UNT","BOTULINUM TOXIN TYPE A"
"1730","100","UNT","BOTULINUM TOXIN TYPE A"
"1737","10000","UNT","POLYMYXIN B SULFATE"
"1737","0","NS","TRIMETHOPRIM SULFATE"
"1738","50","MG","PERMETHRIN"
"1754","50","MG","DANAZOL"
"1755","100","MG","DANAZOL"
"1756","200","MG","DANAZOL"
"1763","50","MG","MEPERIDINE HYDROCHLORIDE"
"1764","50","MG","MEPERIDINE HYDROCHLORIDE"
"1765","100","MG","MEPERIDINE HYDROCHLORIDE"
"1778","1.25","MG","ERGOCALCIFEROL"
"1811","0.125","MG","DIHYDROTACHYSTEROL"
"1828","100","%WW","SODIUM POLYSTYRENE SULFONATE"
"1842","32","MG","MEPHOBARBITAL"
"1843","50","MG","MEPHOBARBITAL"
"1844","100","MG","MEPHOBARBITAL"
"1853","10","MG","AMBENONIUM CHLORIDE"
"1858","250","MG","NALIDIXIC ACID"
"1859","250","MG","NALIDIXIC ACID"
"1861","1","GM","NALIDIXIC ACID"
"1865","10","%WV","PHENYLEPHRINE HYDROCHLORIDE"
"1866","10","%WV","PHENYLEPHRINE HYDROCHLORIDE"
"1880","2.5","MG","PHENYLEPHRINE HYDROCHLORIDE"
"1880","0.75","MG","CHLORPHENIRAMINE MALEATE"
"1880","5","MG","CODEINE PHOSPHATE"
"1880","75","MG","POTASSIUM IODIDE"
"1882","3","%WV","HEXACHLOROPHENE"
"1884","200","MG","HYDROXYCHLOROQUINE SULFATE"
"1906","650","MG","ACETAMINOPHEN"
"1906","650","MG","ACETAMINOPHEN"
"1906","","NS","PENTAZOCINE HYDROCHLORIDE"
"1906","25","MG","PENTAZOCINE HYDROCHLORIDE"
"1907","50","MG","PENTAZOCINE HYDROCHLORIDE"
"1907","0.5","MG","NALOXONE HYDROCHLORIDE"
"1907","","NS","PENTAZOCINE"
"1907","","NS","NALOXONE"
"1912","2","MG","STANOZOLOL"
"1913","0.025","MG","ATROPINE SULFATE"
"1913","2.5","MG","DIPHENOXYLATE HYDROCHLORIDE"
"1914","0.025","MG","ATROPINE SULFATE"
"1914","2.5","MG","DIPHENOXYLATE HYDROCHLORIDE"
"1916","50","MCG","ETHINYL ESTRADIOL"
"1916","1","MG","ETHYNODIOL DIACETATE"
"1918","35","MCG","ETHINYL ESTRADIOL"
"1918","1","MG","ETHYNODIOL DIACETATE"
"1919","35","MCG","ETHINYL ESTRADIOL"
"1919","1","MG","ETHYNODIOL DIACETATE"
"1920","25","MG","SPIRONOLACTONE"
"1921","25","MG","SPIRONOLACTONE"
"1921","25","MG","HYDROCHLOROTHIAZIDE"
"1922","50","MG","HYDROCHLOROTHIAZIDE"
"1922","50","MG","SPIRONOLACTONE"
"1923","100","MG","SPIRONOLACTONE"
"1924","50","MG","SPIRONOLACTONE"
"1925","600","MG","OXAPROZIN"
"1926","100","MCG","MISOPROSTOL"
"1926","100","MCG","MISOPROSTOL"
"1927","200","MCG","MISOPROSTOL"
"1927","200","MCG","MISOPROSTOL"
"1927","200","MCG","MISOPROSTOL"
"1928","40","MG","VERAPAMIL HYDROCHLORIDE"
"1929","500","MG","METRONIDAZOLE"
"1930","250","MG","METRONIDAZOLE"
"1931","80","MG","VERAPAMIL HYDROCHLORIDE"
"1932","120","MG","VERAPAMIL HYDROCHLORIDE"
"1933","240","MG","VERAPAMIL HYDROCHLORIDE"
"1933","240","MG","VERAPAMIL"
"1934","120","MG","VERAPAMIL HYDROCHLORIDE"
"1935","180","MG","VERAPAMIL HYDROCHLORIDE"
"1935","180","MG","VERAPAMIL"
"1939","","NS","DISOPYRAMIDE PHOSPHATE"
"1940","0","NS","DISOPYRAMIDE PHOSPHATE"
"1941","0","NS","DISOPYRAMIDE PHOSPHATE"
"1942","0","NS","DISOPYRAMIDE PHOSPHATE"
"1943","10","MG","BETAXOLOL HYDROCHLORIDE"
"1944","20","MG","BETAXOLOL HYDROCHLORIDE"
"1950","10","MG","CIPROFLOXACIN"
"1951","10","MG","CIPROFLOXACIN"
"1953","30","MG","NIMODIPINE"
"1959","30","MG","NIMODIPINE"
"1990","0","NS","IMIPRAMINE PAMOATE"
"1991","150","MG","IMIPRAMINE PAMOATE"
"1992","10","MG","BACLOFEN"
"1994","10","MG","IMIPRAMINE HYDROCHLORIDE"
"1994","10","MG","IMIPRAMINE HYDROCHLORIDE"
"1995","20","MG","BACLOFEN"
"1996","50","MG","METOPROLOL TARTRATE"
